"lines","pres_year","district","state_abb","cd","stcd","dem_pct","rep_pct","dpres"
"2012-2021",2020,"AZ-07","AZ",7,307,73.7,24.7,74.9
"2012-2021",2020,"AZ-08","AZ",8,308,41.4,57.3,41.95
"2012-2021",2020,"AZ-09","AZ",9,309,60.8,37.3,61.98
"2012-2021",2020,"AR-01","AR",1,401,27.9,69.1,28.76
"2012-2021",2020,"AR-02","AR",2,402,44.3,53.1,45.48
"2012-2021",2020,"AR-03","AR",3,403,35.2,61.9,36.25
"2012-2021",2020,"AR-04","AR",4,404,29.6,67.7,30.42
"2012-2021",2020,"CA-01","CA",1,501,41.1,56.4,42.15
"2012-2021",2020,"CA-02","CA",2,502,73.6,23.9,75.49
"2012-2021",2020,"CA-03","CA",3,503,54.9,42.7,56.25
"2012-2021",2020,"CA-04","CA",4,504,43.9,53.7,44.98
"2012-2021",2020,"CA-05","CA",5,505,72.4,25.3,74.1
"2012-2021",2020,"CA-06","CA",6,506,70.3,27.2,72.1
"2012-2021",2020,"CA-07","CA",7,507,55.6,41.9,57.03
"2012-2021",2020,"CA-08","CA",8,508,43.6,54,44.67
"2012-2021",2020,"CA-09","CA",9,509,57.9,39.9,59.2
"2012-2021",2020,"CA-10","CA",10,510,50.3,47.4,51.48
"2012-2021",2020,"CA-11","CA",11,511,74.3,23.6,75.89
"2012-2021",2020,"CA-12","CA",12,512,86.1,11.9,87.86
"2012-2021",2020,"CA-13","CA",13,513,88.9,9,90.81
"2012-2021",2020,"CA-14","CA",14,514,77.7,20.5,79.12
"2012-2021",2020,"CA-15","CA",15,515,71.5,26.4,73.03
"2012-2021",2020,"CA-16","CA",16,516,58.8,38.9,60.18
"2012-2021",2020,"CA-17","CA",17,517,72.5,25.5,73.98
"2012-2021",2020,"CA-18","CA",18,518,76.4,21.3,78.2
"2012-2021",2020,"CA-19","CA",19,519,70,27.9,71.5
"2012-2021",2020,"CA-20","CA",20,520,72.7,25,74.41
"2012-2021",2020,"CA-21","CA",21,521,54.4,43.5,55.57
"2012-2021",2020,"CA-22","CA",22,522,46.2,51.6,47.24
"2012-2021",2020,"CA-23","CA",23,523,40.5,57.1,41.5
"2012-2021",2020,"CA-24","CA",24,524,60.7,36.9,62.19
"2012-2021",2020,"CA-25","CA",25,525,54,43.9,55.16
"2012-2021",2020,"CA-26","CA",26,526,61.4,36.5,62.72
"2012-2021",2020,"CA-27","CA",27,527,67.2,30.8,68.57
"2012-2021",2020,"CA-28","CA",28,528,70.9,27.2,72.27
"2012-2021",2020,"CA-29","CA",29,529,74.1,23.7,75.77
"2012-2021",2020,"CA-30","CA",30,530,68.7,29.4,70.03
"2012-2021",2020,"CA-31","CA",31,531,58.8,38.9,60.18
"2012-2021",2020,"CA-32","CA",32,532,65.2,32.8,66.53
"2012-2021",2020,"CA-33","CA",33,533,69,29,70.41
"2012-2021",2020,"CA-34","CA",34,534,80.8,16.9,82.7
"2012-2021",2020,"CA-35","CA",35,535,65.1,32.6,66.63
"2012-2021",2020,"CA-36","CA",36,536,55.9,42.3,56.92
"2012-2021",2020,"CA-37","CA",37,537,84.3,13.8,85.93
"2012-2021",2020,"CA-38","CA",38,538,65.6,32.3,67.01
"2012-2021",2020,"CA-39","CA",39,539,54.1,44,55.15
"2012-2021",2020,"CA-40","CA",40,540,77.1,20.6,78.92
"2012-2021",2020,"CA-41","CA",41,541,61.7,36.1,63.09
"2012-2021",2020,"CA-42","CA",42,542,45.3,52.7,46.22
"2012-2021",2020,"CA-43","CA",43,543,76.9,20.9,78.63
"2012-2021",2020,"CA-44","CA",44,544,78.4,19.2,80.33
"2012-2021",2020,"CA-45","CA",45,545,54.6,43.3,55.77
"2012-2021",2020,"CA-46","CA",46,546,64.3,33.5,65.75
"2012-2021",2020,"CA-47","CA",47,547,62.4,35.3,63.87
"2012-2021",2020,"CA-48","CA",48,548,49.7,48.2,50.77
"2012-2021",2020,"CA-49","CA",49,549,55.2,42.5,56.5
"2012-2021",2020,"CA-50","CA",50,550,45,52.7,46.06
"2012-2021",2020,"CA-51","CA",51,551,66.9,30.9,68.4
"2012-2021",2020,"CA-52","CA",52,552,63.4,34.2,64.96
"2012-2021",2020,"CA-53","CA",53,553,67,30.9,68.44
"2012-2021",2020,"CO-01","CO",1,601,75.6,22.1,77.38
"2012-2021",2020,"CO-02","CO",2,602,63.7,33.6,65.47
"2012-2021",2020,"CO-03","CO",3,603,46.1,51.6,47.19
"2012-2021",2020,"CO-04","CO",4,604,40.8,56.6,41.89
"2012-2021",2020,"CO-05","CO",5,605,41.8,54.7,43.32
"2012-2021",2020,"CO-06","CO",6,606,58.2,39.2,59.75
"2012-2021",2020,"CO-07","CO",7,607,60,37.1,61.79
"2012-2021",2020,"CT-01","CT",1,701,63.3,35.3,64.2
"2012-2021",2020,"CT-02","CT",2,702,54.5,43.5,55.61
"2012-2021",2020,"CT-03","CT",3,703,59.9,38.8,60.69
"2012-2021",2020,"CT-04","CT",4,704,64.2,34.5,65.05
"2012-2021",2020,"CT-05","CT",5,705,54.6,43.9,55.43
"2012-2021",2020,"DE-AL","DE",1,801,58.8,39.8,59.63
"2012-2021",2020,"FL-01","FL",1,901,32.4,65.9,32.96
"2012-2021",2020,"FL-02","FL",2,902,32,67,32.32
"2012-2021",2020,"FL-03","FL",3,903,42.8,56,43.32
"2012-2021",2020,"FL-04","FL",4,904,38.9,59.9,39.37
"2012-2021",2020,"FL-05","FL",5,905,62.7,36.2,63.4
"2012-2021",2020,"FL-06","FL",6,906,40.8,58.3,41.17
"2012-2021",2020,"FL-07","FL",7,907,54.6,44.2,55.26
"2012-2021",2020,"FL-08","FL",8,908,40.6,58.3,41.05
"2012-2021",2020,"FL-09","FL",9,909,53,46.1,53.48
"2012-2021",2020,"FL-10","FL",10,910,62,37,62.63
"2012-2021",2020,"FL-11","FL",11,911,33.8,65.4,34.07
"2012-2021",2020,"FL-12","FL",12,912,41,57.9,41.46
"2012-2021",2020,"FL-13","FL",13,913,51.5,47.4,52.07
"2012-2021",2020,"FL-14","FL",14,914,57.2,41.6,57.89
"2012-2021",2020,"FL-15","FL",15,915,45.2,53.7,45.7
"2012-2021",2020,"FL-16","FL",16,916,45.5,53.6,45.91
"2012-2021",2020,"FL-17","FL",17,917,35.9,63.3,36.19
"2012-2021",2020,"FL-18","FL",18,918,45.5,53.9,45.77
"2012-2021",2020,"FL-19","FL",19,919,39.6,59.7,39.88
"2012-2021",2020,"FL-20","FL",20,920,77.3,22.1,77.77
"2012-2021",2020,"FL-21","FL",21,921,58.2,41.2,58.55
"2012-2021",2020,"FL-22","FL",22,922,57.1,42.3,57.44
"2012-2021",2020,"FL-23","FL",23,923,58.3,41.2,58.59
"2012-2021",2020,"FL-24","FL",24,924,75.4,24,75.86
"2012-2021",2020,"FL-25","FL",25,925,38.2,61.2,38.43
"2012-2021",2020,"FL-26","FL",26,926,46.9,52.5,47.18
"2012-2021",2020,"FL-27","FL",27,927,51.3,48.1,51.61
"2012-2021",2020,"GA-01","GA",1,1001,43.1,55.5,43.71
"2012-2021",2020,"GA-02","GA",2,1002,55.7,43.4,56.21
"2012-2021",2020,"GA-03","GA",3,1003,36.8,62,37.25
"2012-2021",2020,"GA-04","GA",4,1004,78.8,20.2,79.6
"2012-2021",2020,"GA-05","GA",5,1005,86.2,12.6,87.25
"2012-2021",2020,"GA-06","GA",6,1006,54.8,43.7,55.63
"2012-2021",2020,"GA-07","GA",7,1007,52.4,46.1,53.2
"2012-2021",2020,"GA-08","GA",8,1008,37,62,37.37
"2012-2021",2020,"GA-09","GA",9,1009,22.4,76.4,22.67
"2012-2021",2020,"GA-10","GA",10,1010,39.2,59.6,39.68
"2012-2021",2020,"GA-11","GA",11,1011,41.5,56.9,42.17
"2012-2021",2020,"GA-12","GA",12,1012,43,55.8,43.52
"2012-2021",2020,"GA-13","GA",13,1013,75.6,23.4,76.36
"2012-2021",2020,"GA-14","GA",14,1014,25.3,73.4,25.63
"2012-2021",2020,"HI-01","HI",1,1101,63.8,34.5,64.9
"2012-2021",2020,"HI-02","HI",2,1102,63.6,34,65.16
"2012-2021",2020,"ID-01","ID",1,1201,30.1,67.1,30.97
"2012-2021",2020,"ID-02","ID",2,1202,36.6,60.1,37.85
"2012-2021",2020,"IL-01","IL",1,1301,73.9,24.7,74.95
"2012-2021",2020,"IL-02","IL",2,1302,77.5,21.2,78.52
"2012-2021",2020,"IL-03","IL",3,1303,55.5,42.9,56.4
"2012-2021",2020,"IL-04","IL",4,1304,80.7,17.3,82.35
"2012-2021",2020,"IL-05","IL",5,1305,72.1,26,73.5
"2012-2021",2020,"IL-06","IL",6,1306,55.3,42.6,56.49
"2012-2021",2020,"IL-07","IL",7,1307,86.3,12.1,87.7
"2012-2021",2020,"IL-08","IL",8,1308,59.2,39,60.29
"2012-2021",2020,"IL-09","IL",9,1309,71,27.4,72.15
"2012-2021",2020,"IL-10","IL",10,1310,64.2,34,65.38
"2012-2021",2020,"IL-11","IL",11,1311,61.9,36.2,63.1
"2012-2021",2020,"IL-12","IL",12,1312,41.9,56.1,42.76
"2012-2021",2020,"IL-13","IL",13,1313,47,50.5,48.21
"2012-2021",2020,"IL-14","IL",14,1314,50.2,47.8,51.22
"2012-2021",2020,"IL-15","IL",15,1315,25.9,72.2,26.4
"2012-2021",2020,"IL-16","IL",16,1316,40.9,56.9,41.82
"2012-2021",2020,"IL-17","IL",17,1317,48.1,49.7,49.18
"2012-2021",2020,"IL-18","IL",18,1318,36.8,60.9,37.67
"2012-2021",2020,"IN-01","IN",1,1401,53.6,44.8,54.47
"2012-2021",2020,"IN-02","IN",2,1402,38.9,59.3,39.61
"2012-2021",2020,"IN-03","IN",3,1403,34,63.9,34.73
"2012-2021",2020,"IN-04","IN",4,1404,34,63.8,34.76
"2012-2021",2020,"IN-05","IN",5,1405,47.9,50.1,48.88
"2012-2021",2020,"IN-06","IN",6,1406,29.1,68.8,29.72
"2012-2021",2020,"IN-07","IN",7,1407,62.9,35.3,64.05
"2012-2021",2020,"IN-08","IN",8,1408,33.1,65.1,33.71
"2012-2021",2020,"IN-09","IN",9,1409,37.2,60.8,37.96
"2012-2021",2020,"IA-01","IA",1,1501,47.4,50.8,48.27
"2012-2021",2020,"IA-02","IA",2,1502,47.1,51.1,47.96
"2012-2021",2020,"IA-03","IA",3,1503,49,49.1,49.95
"2012-2021",2020,"IA-04","IA",4,1504,35.7,62.7,36.28
"2012-2021",2020,"KS-01","KS",1,1601,28.1,69.7,28.73
"2012-2021",2020,"KS-02","KS",2,1602,41.3,56.3,42.32
"2012-2021",2020,"KS-03","KS",3,1603,54.3,43.7,55.41
"2012-2021",2020,"KS-04","KS",4,1604,38,59.7,38.89
"2012-2021",2020,"KY-01","KY",1,1701,25.5,73.1,25.86
"2012-2021",2020,"KY-02","KY",2,1702,30.6,67.6,31.16
"2012-2021",2020,"KY-03","KY",3,1703,60,38.1,61.16
"2012-2021",2020,"KY-04","KY",4,1704,33.4,64.7,34.05
"2012-2021",2020,"KY-05","KY",5,1705,18.6,80.1,18.84
"2012-2021",2020,"KY-06","KY",6,1706,44.5,53.6,45.36
"2012-2021",2020,"LA-01","LA",1,1801,30.1,68,30.68
"2012-2021",2020,"LA-02","LA",2,1802,75.3,23,76.6
"2012-2021",2020,"LA-03","LA",3,1803,30.2,68.1,30.72
"2012-2021",2020,"LA-04","LA",4,1804,37,61.5,37.56
"2012-2021",2020,"LA-05","LA",5,1805,34.1,64.5,34.58
"2012-2021",2020,"LA-06","LA",6,1806,34.4,63.8,35.03
"2012-2021",2020,"ME-01","ME",1,1901,60.1,37,61.89
"2012-2021",2020,"ME-02","ME",2,1902,44.8,52.3,46.14
"2012-2021",2020,"MD-01","MD",1,2001,39.1,58.8,39.94
"2012-2021",2020,"MD-02","MD",2,2002,65.8,32.4,67.01
"2012-2021",2020,"MD-03","MD",3,2003,68.7,29.4,70.03
"2012-2021",2020,"MD-04","MD",4,2004,79.1,19.2,80.47
"2012-2021",2020,"MD-05","MD",5,2005,68.6,29.7,69.79
"2012-2021",2020,"MD-06","MD",6,2006,60.6,37.5,61.77
"2012-2021",2020,"MD-07","MD",7,2007,78.4,20,79.67
"2012-2021",2020,"MD-08","MD",8,2008,69.3,28.9,70.57
"2012-2021",2020,"MA-01","MA",1,2101,61.1,36.9,62.35
"2012-2021",2020,"MA-02","MA",2,2102,61.8,36,63.19
"2012-2021",2020,"MA-03","MA",3,2103,63.4,34.6,64.69
"2012-2021",2020,"MA-04","MA",4,2104,64.5,33.7,65.68
"2012-2021",2020,"MA-05","MA",5,2105,74.5,23.9,75.71
"2012-2021",2020,"MA-06","MA",6,2106,62.6,35.6,63.75
"2012-2021",2020,"MA-07","MA",7,2107,85.3,13.3,86.51
"2012-2021",2020,"MA-08","MA",8,2108,66.2,32.2,67.28
"2012-2021",2020,"MA-09","MA",9,2109,57.9,40.3,58.96
"2012-2021",2020,"MI-01","MI",1,2201,40.6,57.9,41.22
"2012-2021",2020,"MI-02","MI",2,2202,43.2,55,43.99
"2012-2021",2020,"MI-03","MI",3,2203,47.4,50.6,48.37
"2012-2021",2020,"MI-04","MI",4,2204,37.1,61.2,37.74
"2012-2021",2020,"MI-05","MI",5,2205,51.4,47.1,52.18
"2012-2021",2020,"MI-06","MI",6,2206,46.8,51.3,47.71
"2012-2021",2020,"MI-07","MI",7,2207,41.4,56.9,42.12
"2012-2021",2020,"MI-08","MI",8,2208,48.8,49.6,49.59
"2012-2021",2020,"MI-09","MI",9,2209,55.9,42.7,56.69
"2012-2021",2020,"MI-10","MI",10,2210,34.4,64.2,34.89
"2012-2021",2020,"MI-11","MI",11,2211,51.6,47.1,52.28
"2012-2021",2020,"MI-12","MI",12,2212,64.2,34.4,65.11
"2012-2021",2020,"MI-13","MI",13,2213,78.8,20,79.76
"2012-2021",2020,"MI-14","MI",14,2214,79.5,19.5,80.3
"2012-2021",2020,"MN-01","MN",1,2301,43.9,54,44.84
"2012-2021",2020,"MN-02","MN",2,2302,52.4,45.5,53.52
"2012-2021",2020,"MN-03","MN",3,2303,58.7,39.4,59.84
"2012-2021",2020,"MN-04","MN",4,2304,67.5,30.5,68.88
"2012-2021",2020,"MN-05","MN",5,2305,80.3,17.7,81.94
"2012-2021",2020,"MN-06","MN",6,2306,38.8,59,39.67
"2012-2021",2020,"MN-07","MN",7,2307,34.4,63.8,35.03
"2012-2021",2020,"MN-08","MN",8,2308,41.7,56.3,42.55
"2012-2021",2020,"MS-01","MS",1,2401,33.8,64.8,34.28
"2012-2021",2020,"MS-02","MS",2,2402,63.7,35.2,64.41
"2012-2021",2020,"MS-03","MS",3,2403,38.6,60.1,39.11
"2012-2021",2020,"MS-04","MS",4,2404,30.3,68.3,30.73
"2012-2021",2020,"MO-01","MO",1,2501,80.3,18.1,81.61
"2012-2021",2020,"MO-02","MO",2,2502,49.2,49.2,50
"2012-2021",2020,"MO-03","MO",3,2503,31.3,66.8,31.91
"2012-2021",2020,"MO-04","MO",4,2504,31.9,66,32.58
"2012-2021",2020,"MO-05","MO",5,2505,58.4,39.6,59.59
"2012-2021",2020,"MO-06","MO",6,2506,35,63.3,35.61
"2012-2021",2020,"MO-07","MO",7,2507,28.1,70,28.64
"2012-2021",2020,"MO-08","MO",8,2508,21.3,77.3,21.6
"2012-2021",2020,"MT-AL","MT",1,2601,40.6,56.9,41.64
"2012-2021",2020,"NE-01","NE",1,2701,41.3,56.3,42.32
"2012-2021",2020,"NE-02","NE",2,2702,52.2,45.7,53.32
"2012-2021",2020,"NE-03","NE",3,2703,22.4,75.6,22.86
"2012-2021",2020,"NV-01","NV",1,2801,61.5,36.4,62.82
"2012-2021",2020,"NV-02","NV",2,2802,43.6,53.6,44.86
"2012-2021",2020,"NV-03","NV",3,2803,49.1,48.9,50.1
"2012-2021",2020,"NV-04","NV",4,2804,50.9,47,51.99
"2012-2021",2020,"NH-01","NH",1,2901,52.2,46.2,53.05
"2012-2021",2020,"NH-02","NH",2,2902,53.5,44.8,54.43
"2012-2021",2020,"NJ-01","NJ",1,3001,62.1,36.6,62.92
"2012-2021",2020,"NJ-02","NJ",2,3002,47.9,50.8,48.53
"2012-2021",2020,"NJ-03","NJ",3,3003,49.2,49.4,49.9
"2012-2021",2020,"NJ-04","NJ",4,3004,44.1,54.6,44.68
"2012-2021",2020,"NJ-05","NJ",5,3005,51.9,46.7,52.64
"2012-2021",2020,"NJ-06","NJ",6,3006,57.2,41.5,57.95
"2012-2021",2020,"NJ-07","NJ",7,3007,54.2,44.3,55.03
"2012-2021",2020,"NJ-08","NJ",8,3008,71.8,27.2,72.53
"2012-2021",2020,"NJ-09","NJ",9,3009,62.2,36.8,62.83
"2012-2021",2020,"NJ-10","NJ",10,3010,84.2,15,84.88
"2012-2021",2020,"NJ-11","NJ",11,3011,52.7,46,53.39
"2012-2021",2020,"NJ-12","NJ",12,3012,67.3,31.4,68.19
"2012-2021",2020,"NM-01","NM",1,3101,60.2,37.4,61.68
"2012-2021",2020,"NM-02","NM",2,3102,43.1,54.9,43.98
"2012-2021",2020,"NM-03","NM",3,3103,57.7,40.1,59
"2012-2021",2020,"NY-01","NY",1,3201,47.3,51.5,47.87
"2012-2021",2020,"NY-02","NY",2,3202,47.4,51.4,47.98
"2012-2021",2020,"NY-03","NY",3,3203,54.7,44.3,55.25
"2012-2021",2020,"NY-04","NY",4,3204,55.6,43.4,56.16
"2012-2021",2020,"NY-05","NY",5,3205,83.3,16.2,83.72
"2012-2021",2020,"NY-06","NY",6,3206,61.8,37.4,62.3
"2012-2021",2020,"NY-07","NY",7,3207,81.8,17.3,82.54
"2012-2021",2020,"NY-08","NY",8,3208,82.9,16.5,83.4
"2012-2021",2020,"NY-09","NY",9,3209,81.4,17.8,82.06
"2012-2021",2020,"NY-10","NY",10,3210,76.1,22.9,76.87
"2012-2021",2020,"NY-11","NY",11,3211,44.3,54.8,44.7
"2012-2021",2020,"NY-12","NY",12,3212,84.1,14.8,85.04
"2012-2021",2020,"NY-13","NY",13,3213,88.1,11.1,88.81
"2012-2021",2020,"NY-14","NY",14,3214,73.3,25.9,73.89
"2012-2021",2020,"NY-15","NY",15,3215,86.4,13,86.92
"2012-2021",2020,"NY-16","NY",16,3216,75.3,23.8,75.98
"2012-2021",2020,"NY-17","NY",17,3217,59.6,39.4,60.2
"2012-2021",2020,"NY-18","NY",18,3218,51.8,46.8,52.54
"2012-2021",2020,"NY-19","NY",19,3219,49.8,48.3,50.76
"2012-2021",2020,"NY-20","NY",20,3220,59.3,38.7,60.51
"2012-2021",2020,"NY-21","NY",21,3221,43.8,54.2,44.69
"2012-2021",2020,"NY-22","NY",22,3222,43.2,54.7,44.13
"2012-2021",2020,"NY-23","NY",23,3223,43.3,54.5,44.27
"2012-2021",2020,"NY-24","NY",24,3224,53.4,44.4,54.6
"2012-2021",2020,"NY-25","NY",25,3225,60.1,37.8,61.39
"2012-2021",2020,"NY-26","NY",26,3226,62.6,35.6,63.75
"2012-2021",2020,"NY-27","NY",27,3227,41.1,56.8,41.98
"2012-2021",2020,"NC-01","NC",1,3301,53.9,45.3,54.33
"2012-2021",2020,"NC-02","NC",2,3302,64.3,34,65.41
"2012-2021",2020,"NC-03","NC",3,3303,37.7,60.9,38.24
"2012-2021",2020,"NC-04","NC",4,3304,66.6,32.2,67.41
"2012-2021",2020,"NC-05","NC",5,3305,31.6,67.4,31.92
"2012-2021",2020,"NC-06","NC",6,3306,61.6,37.2,62.35
"2012-2021",2020,"NC-07","NC",7,3307,40.7,58.1,41.19
"2012-2021",2020,"NC-08","NC",8,3308,46.1,52.5,46.75
"2012-2021",2020,"NC-09","NC",9,3309,45.5,53.4,46.01
"2012-2021",2020,"NC-10","NC",10,3310,31.2,67.7,31.55
"2012-2021",2020,"NC-11","NC",11,3311,43.3,55.4,43.87
"2012-2021",2020,"NC-12","NC",12,3312,70.1,28.5,71.1
"2012-2021",2020,"NC-13","NC",13,3313,31.8,67.1,32.15
"2012-2021",2020,"ND-AL","ND",1,3401,31.9,65.5,32.75
"2012-2021",2020,"OH-01","OH",1,3501,47.7,50.9,48.38
"2012-2021",2020,"OH-02","OH",2,3502,42.9,55.6,43.55
"2012-2021",2020,"OH-03","OH",3,3503,70,28.4,71.14
"2012-2021",2020,"OH-04","OH",4,3504,31.2,67.1,31.74
"2012-2021",2020,"OH-05","OH",5,3505,36.7,61.6,37.33
"2012-2021",2020,"OH-06","OH",6,3506,26.5,72.2,26.85
"2012-2021",2020,"OH-07","OH",7,3507,33.2,65.3,33.71
"2012-2021",2020,"OH-08","OH",8,3508,32.5,66,32.99
"2012-2021",2020,"OH-09","OH",9,3509,58.8,39.7,59.7
"2012-2021",2020,"OH-10","OH",10,3510,47,51.4,47.76
"2012-2021",2020,"OH-11","OH",11,3511,79.8,19.2,80.61
"2012-2021",2020,"OH-12","OH",12,3512,46.3,52.2,47.01
"2012-2021",2020,"OH-13","OH",13,3513,51,47.6,51.72
"2012-2021",2020,"OH-14","OH",14,3514,44.9,53.9,45.45
"2012-2021",2020,"OH-15","OH",15,3515,42.2,56.3,42.84
"2012-2021",2020,"OH-16","OH",16,3516,42.2,56.5,42.76
"2012-2021",2020,"OK-01","OK",1,3601,37.3,60.1,38.3
"2012-2021",2020,"OK-02","OK",2,3602,22.1,76.1,22.51
"2012-2021",2020,"OK-03","OK",3,3603,23.1,74.6,23.64
"2012-2021",2020,"OK-04","OK",4,3604,32,65.6,32.79
"2012-2021",2020,"OK-05","OK",5,3605,46,51.3,47.28
"2012-2021",2020,"OR-01","OR",1,3701,63.3,34,65.06
"2012-2021",2020,"OR-02","OR",2,3702,42.1,55.6,43.09
"2012-2021",2020,"OR-03","OR",3,3703,74.3,23.5,75.97
"2012-2021",2020,"OR-04","OR",4,3704,50.7,46.7,52.05
"2012-2021",2020,"OR-05","OR",5,3705,53.6,43.9,54.97
"2012-2021",2020,"PA-01","PA",1,3801,52.4,46.6,52.93
"2012-2021",2020,"PA-02","PA",2,3802,70.1,29.1,70.67
"2012-2021",2020,"PA-03","PA",3,3803,91.3,8.1,91.85
"2012-2021",2020,"PA-04","PA",4,3804,61.5,37.4,62.18
"2012-2021",2020,"PA-05","PA",5,3805,65.1,34,65.69
"2012-2021",2020,"PA-06","PA",6,3806,56.9,41.9,57.59
"2012-2021",2020,"PA-07","PA",7,3807,51.8,47,52.43
"2012-2021",2020,"PA-08","PA",8,3808,47.3,51.7,47.78
"2012-2021",2020,"PA-09","PA",9,3809,34.1,64.5,34.58
"2012-2021",2020,"PA-10","PA",10,3810,47.8,50.7,48.53
"2012-2021",2020,"PA-11","PA",11,3811,38.3,60.2,38.88
"2012-2021",2020,"PA-12","PA",12,3812,31.2,67.3,31.68
"2012-2021",2020,"PA-13","PA",13,3813,27.2,71.6,27.53
"2012-2021",2020,"PA-14","PA",14,3814,35.7,63.2,36.1
"2012-2021",2020,"PA-15","PA",15,3815,27.5,71.2,27.86
"2012-2021",2020,"PA-16","PA",16,3816,40,58.7,40.53
"2012-2021",2020,"PA-17","PA",17,3817,50.7,48,51.37
"2012-2021",2020,"PA-18","PA",18,3818,64.5,34.4,65.22
"2012-2021",2020,"RI-01","RI",1,3901,63.9,34.6,64.87
"2012-2021",2020,"RI-02","RI",2,3902,56,42.5,56.85
"2012-2021",2020,"SC-01","SC",1,4001,46.1,52.1,46.95
"2012-2021",2020,"SC-02","SC",2,4002,43.6,54.9,44.26
"2012-2021",2020,"SC-03","SC",3,4003,30.5,68.1,30.93
"2012-2021",2020,"SC-04","SC",4,4004,38.9,59.3,39.61
"2012-2021",2020,"SC-05","SC",5,4005,41,57.6,41.58
"2012-2021",2020,"SC-06","SC",6,4006,67,31.8,67.81
"2012-2021",2020,"SC-07","SC",7,4007,40.2,58.8,40.61
"2012-2021",2020,"SD-AL","SD",1,4101,35.6,61.8,36.55
"2012-2021",2020,"TN-01","TN",1,4201,22.1,76.2,22.48
"2012-2021",2020,"TN-02","TN",2,4202,34.5,63.6,35.17
"2012-2021",2020,"TN-03","TN",3,4203,32.9,65.3,33.5
"2012-2021",2020,"TN-04","TN",4,4204,30.7,67.5,31.26
"2012-2021",2020,"TN-05","TN",5,4205,60.3,36.7,62.16
"2012-2021",2020,"TN-06","TN",6,4206,25.6,72.7,26.04
"2012-2021",2020,"TN-07","TN",7,4207,31.3,66.9,31.87
"2012-2021",2020,"TN-08","TN",8,4208,33.2,65.4,33.67
"2012-2021",2020,"TN-09","TN",9,4209,78.5,19.8,79.86
"2012-2021",2020,"TX-01","TX",1,4301,27.2,71.6,27.53
"2012-2021",2020,"TX-02","TX",2,4302,48.6,49.9,49.34
"2012-2021",2020,"TX-03","TX",3,4303,48.7,49.8,49.44
"2012-2021",2020,"TX-04","TX",4,4304,24.4,74.4,24.7
"2012-2021",2020,"TX-05","TX",5,4305,37.9,60.9,38.36
"2012-2021",2020,"TX-06","TX",6,4306,47.8,50.8,48.48
"2012-2021",2020,"TX-07","TX",7,4307,53.6,45.1,54.31
"2012-2021",2020,"TX-08","TX",8,4308,28.1,70.6,28.47
"2012-2021",2020,"TX-09","TX",9,4309,75.7,23.3,76.46
"2012-2021",2020,"TX-10","TX",10,4310,48.4,50,49.19
"2012-2021",2020,"TX-11","TX",11,4311,19.7,79.1,19.94
"2012-2021",2020,"TX-12","TX",12,4312,37.9,60.5,38.52
"2012-2021",2020,"TX-13","TX",13,4313,19.4,79.2,19.68
"2012-2021",2020,"TX-14","TX",14,4314,39.6,59,40.16
"2012-2021",2020,"TX-15","TX",15,4315,50.4,48.5,50.96
"2012-2021",2020,"TX-16","TX",16,4316,66.4,32,67.48
"2012-2021",2020,"TX-17","TX",17,4317,43.6,54.6,44.4
"2012-2021",2020,"TX-18","TX",18,4318,75.7,23,76.7
"2012-2021",2020,"TX-19","TX",19,4319,26.3,72.2,26.7
"2012-2021",2020,"TX-20","TX",20,4320,63.7,34.7,64.74
"2012-2021",2020,"TX-21","TX",21,4321,47.9,50.6,48.63
"2012-2021",2020,"TX-22","TX",22,4322,48.9,49.8,49.54
"2012-2021",2020,"TX-23","TX",23,4323,48.5,50.3,49.09
"2012-2021",2020,"TX-24","TX",24,4324,51.9,46.5,52.74
"2012-2021",2020,"TX-25","TX",25,4325,44.4,54,45.12
"2012-2021",2020,"TX-26","TX",26,4326,42.1,56.3,42.78
"2012-2021",2020,"TX-27","TX",27,4327,37.5,61.2,37.99
"2012-2021",2020,"TX-28","TX",28,4328,51.6,47.2,52.23
"2012-2021",2020,"TX-29","TX",29,4329,65.9,32.9,66.7
"2012-2021",2020,"TX-30","TX",30,4330,79.8,18.9,80.85
"2012-2021",2020,"TX-31","TX",31,4331,47.6,50.4,48.57
"2012-2021",2020,"TX-32","TX",32,4332,54.4,44,55.28
"2012-2021",2020,"TX-33","TX",33,4333,73,25.6,74.04
"2012-2021",2020,"TX-34","TX",34,4334,51.5,47.5,52.02
"2012-2021",2020,"TX-35","TX",35,4335,67.7,30.5,68.94
"2012-2021",2020,"TX-36","TX",36,4336,26.9,71.9,27.23
"2012-2021",2020,"UT-01","UT",1,4401,31.6,64.2,32.99
"2012-2021",2020,"UT-02","UT",2,4402,40.2,56.1,41.74
"2012-2021",2020,"UT-03","UT",3,4403,35.2,60.3,36.86
"2012-2021",2020,"UT-04","UT",4,4404,43.3,52.4,45.25
"2012-2021",2020,"VT-AL","VT",1,4501,66.4,30.8,68.31
"2012-2021",2020,"VA-01","VA",1,4601,47,51.4,47.76
"2012-2021",2020,"VA-02","VA",2,4602,51.4,46.7,52.4
"2012-2021",2020,"VA-03","VA",3,4603,67.2,31.2,68.29
"2012-2021",2020,"VA-04","VA",4,4604,61.8,36.8,62.68
"2012-2021",2020,"VA-05","VA",5,4605,45.1,53.6,45.69
