"fips","x","y","r","winner"
"01093",1505,830,5.4,"R"
"39107",1593,523,7.1,"R"
"47129",1610,716,4.3,"R"
"51121",1767,648,9.9,"D"
"05007",1266,737,16.4,"R"
"39085",1693,411,16.5,"R"
"56041",682,469,4.4,"R"
"13037",1647,936,2.1,"D"
"34021",1965,465,18.5,"D"
"19061",1367,439,10.5,"R"
"06081",158,573,26.2,"D"
"30047",620,151,5.9,"R"
"50013",1945,246,3.2,"D"
"08021",815,677,2.9,"R"
"34033",1952,491,8.1,"R"
"32001",397,491,5.3,"R"
"32510",348,488,8,"R"
"13107",1729,881,4.5,"R"
"37083",1879,666,7.1,"D"
"13135",1705,776,29.8,"D"
"34035",1914,500,19.2,"D"
"06011",252,468,3.8,"R"
"37067",1776,646,20.8,"D"
"12109",1801,976,20.5,"R"
"53073",393,9,16.8,"D"
"49029",647,477,3.7,"R"
"06015",231,342,4.7,"R"
"01015",1596,830,10.1,"R"
"12039",1644,983,6.8,"D"
"18019",1570,608,11.1,"R"
"01055",1579,818,9.9,"R"
"21059",1514,657,10,"R"
"22027",1312,899,3.5,"R"
"26063",1633,338,6.3,"R"
"31027",1150,440,3.2,"R"
"55021",1408,377,8.6,"R"
"55127",1422,431,11.3,"R"
"26027",1535,453,7.7,"R"
"13263",1648,884,2.7,"D"
"45041",1829,809,11.4,"R"
"48355",1123,1143,16.1,"R"
"48469",1150,1092,8.7,"R"
"29139",1344,614,3.6,"R"
"51007",1846,633,4.1,"R"
"12065",1691,989,4.2,"R"
"22087",1465,1034,6,"R"
"26041",1487,273,6.8,"R"
"27047",1280,399,5.9,"R"
"29099",1377,680,15.9,"R"
"37133",1921,749,13.1,"R"
"37055",1951,683,7.3,"R"
"46093",965,341,5.5,"R"
"12003",1742,968,5.6,"R"
"06095",234,483,19.9,"D"
"37041",1909,672,4,"R"
"55063",1360,371,12.3,"D"
"51199",1907,611,9.1,"R"
"22071",1441,1036,18.2,"D"
"29045",1344,540,2.7,"R"
"37019",1888,786,15.2,"R"
"42117",1843,414,6.8,"R"
"47103",1551,774,5.8,"R"
"51710",1945,614,13.4,"D"
"08117",838,554,6,"D"
"42045",1879,527,26.4,"D"
"12043",1811,1138,3.4,"R"
"55071",1464,333,9.9,"R"
"55083",1450,297,7.3,"R"
"27071",1264,172,3.8,"R"
"28027",1400,831,3.8,"D"
"20005",1223,579,3.9,"R"
"17183",1481,556,7.9,"R"
"08019",846,562,3.6,"D"
"40075",1079,806,2.6,"R"
"40141",1079,829,2.3,"R"
"53061",431,36,29.3,"D"
"53051",526,88,4.2,"R"
"13187",1663,796,6.2,"R"
"13255",1660,879,8.4,"R"
"17157",1417,659,5.5,"R"
"06021",245,453,4.7,"R"
"13023",1695,890,3.6,"R"
"13303",1710,860,4.5,"R"
"18117",1553,610,4.3,"R"
"20177",1180,614,13.1,"D"
"21097",1611,607,4.4,"R"
"22097",1353,1003,8.9,"R"
"28121",1438,924,12.1,"R"
"20103",1212,585,8.8,"R"
"34029",1984,544,26.7,"R"
"26119",1588,305,3.7,"R"
"26125",1698,409,40.3,"D"
"48113",1167,929,42.2,"D"
"22075",1456,1053,4.6,"R"
"08043",849,625,7.3,"R"
"48253",1040,905,3.8,"R"
"17113",1438,539,13.5,"D"
"17137",1398,572,5.6,"R"
"18097",1546,563,27.2,"D"
"17173",1454,576,5,"R"
"21193",1668,664,4.6,"R"
"23021",2062,165,4.6,"R"
"29027",1338,622,6.7,"R"
"30105",860,149,2.9,"R"
"31067",1168,550,4.8,"R"
"37101",1878,729,16.2,"R"
"38105",957,167,5.6,"R"
"39129",1657,573,7.9,"R"
"38037",1008,252,1.7,"R"
"32005",351,504,8.6,"R"
"20085",1200,584,3.7,"R"
"32007",523,449,6.9,"R"
"18011",1517,540,9.2,"R"
"19115",1359,505,3.3,"R"
"26033",1561,240,6.2,"R"
"41019",271,271,11.3,"R"
"21075",1453,717,2.1,"R"
"21051",1647,669,4,"R"
"36121",1803,383,6.4,"R"
"37135",1840,673,13.6,"D"
"26083",1443,208,1.8,"R"
"27011",1182,310,2.4,"R"
"47131",1450,727,5.2,"R"
"47171",1698,704,4.3,"R"
"49057",649,458,15.3,"R"
"54039",1724,606,12.5,"R"
"06109",347,550,7.8,"R"
"19173",1239,525,2.6,"R"
"27127",1219,356,4.2,"R"
"05049",1351,731,3.3,"R"
"13193",1664,898,3.2,"D"
"48005",1246,980,8.6,"R"
"48477",1167,1045,6.2,"R"
"48179",1009,778,4,"R"
"28077",1428,954,3.6,"R"
"51830",1909,624,4.1,"D"
"54101",1759,589,2.5,"R"
"56037",747,455,5.9,"R"
"38071",1106,173,3.3,"R"
"42097",1877,429,9.6,"R"
"29185",1275,660,3.3,"R"
"30045",735,201,1.7,"R"
"48185",1205,989,5.5,"R"
"48357",1011,736,2.5,"R"
"49011",620,440,18.6,"R"
"55067",1423,303,5,"R"
"32033",512,525,3,"R"
"47181",1499,777,3.8,"R"
"46055",1005,353,1.5,"R"
"06097",198,460,22.8,"D"
"22035",1380,901,2.2,"D"
"13275",1682,965,6.9,"R"
"28005",1405,977,3.8,"R"
"46075",1033,374,1.1,"R"
"51017",1788,605,2.3,"R"
"04003",647,904,11.2,"R"
"53077",421,148,13.6,"R"
"55073",1395,322,12.9,"R"
"46043",1116,408,1.9,"R"
"47015",1577,735,3.8,"R"
"01111",1620,845,4.9,"R"
"54059",1700,633,4.2,"R"
"56045",903,369,2.7,"R"
"21201",1623,621,1.6,"R"
"19193",1191,452,9.5,"R"
"28021",1396,937,2.7,"D"
"28033",1412,819,12.8,"R"
"13131",1666,964,4.8,"R"
"54109",1725,636,4,"R"
"05041",1376,853,2.7,"R"
"34027",1845,373,24.4,"R"
"12021",1835,1187,21.4,"R"
"06023",216,386,11.5,"D"
"09160",2014,436,11.6,"R"
"01131",1541,926,3.3,"D"
"05119",1334,810,17.9,"D"
"05101",1298,757,2.8,"R"
"49053",556,628,14.3,"R"
"47049",1602,714,4.6,"R"
"35045",731,698,10.5,"R"
"54077",1781,561,5.5,"R"
"46041",1030,318,2,"D"
"47105",1629,743,8.4,"R"
"13073",1723,839,13.5,"R"
"26059",1597,439,7.2,"R"
"37053",1939,660,6.2,"R"
"51001",1937,590,6,"R"
"17197",1479,553,26.2,"D"
"18127",1534,516,13.4,"R"
"21223",1584,604,3,"R"
"25007",2082,382,5,"D"
"26101",1527,340,5.7,"R"
"27025",1296,297,8.6,"R"
"30041",749,123,3.7,"R"
"27043",1263,395,4,"R"
"36019",1930,252,8.7,"R"
"26005",1546,403,12.3,"R"
"37129",1920,780,17.1,"D"
"17201",1401,447,16,"D"
"19045",1373,470,7.1,"R"
"27129",1221,346,4.1,"R"
"31047",1057,520,4.2,"R"
"38053",958,191,3.4,"R"
"45001",1715,815,5,"R"
"08103",757,536,2.8,"R"
"18151",1569,457,5.9,"R"
"29021",1233,572,8.7,"R"
"37153",1819,743,6.5,"R"
"41007",309,149,6.9,"D"
"48409",1134,1122,7.4,"R"
"44007",1960,396,23.8,"D"
"48465",985,1042,5.6,"R"
"54037",1851,557,7.8,"R"
"37181",1856,659,6.5,"D"
"40045",1049,742,2,"R"
"18165",1493,558,3.9,"R"
"16025",555,335,1.2,"R"
"47189",1568,721,13.1,"R"
"17081",1463,629,5.9,"R"
"47003",1541,760,6.5,"R"
"29155",1426,736,3.4,"R"
"44005",2074,394,9.6,"D"
"27061",1270,211,7.5,"R"
"20025",1051,694,1.5,"R"
"51191",1721,663,7.9,"R"
"54055",1742,644,7,"R"
"13227",1639,797,6.7,"R"
"13053",1629,900,1.9,"R"
"18017",1526,489,5.5,"R"
"20045",1199,599,11.1,"D"
"21217",1595,675,5.1,"R"
"21211",1589,627,7.2,"R"
"13045",1593,851,11.3,"R"
"17175",1407,506,2.4,"R"
"18119",1508,588,4.6,"R"
"19191",1334,408,5,"R"
"21147",1620,687,3.6,"R"
"22113",1342,1049,7.5,"R"
"27099",1287,389,6.3,"R"
"29167",1289,669,5.8,"R"
"18181",1503,527,4.8,"R"
"40145",1216,757,9,"R"
"46031",1022,289,1.6,"R"
"09130",2062,372,14.8,"D"
"09150",2036,400,10.4,"R"
"48155",1047,848,1.1,"R"
"29161",1348,663,6.4,"R"
"05083",1284,787,4.1,"R"
"37097",1745,662,15.3,"R"
"37109",1740,745,10.9,"R"
"08033",734,642,1.7,"R"
"13077",1592,876,13.5,"R"
"05127",1266,808,2.7,"R"
"21025",1661,651,3.3,"R"
"23019",2094,176,13.5,"R"
"26107",1549,371,6.9,"R"
"27141",1259,271,11,"R"
"18175",1556,601,5.2,"R"
"29209",1289,716,6.4,"R"
"36073",1800,355,6.2,"R"
"37027",1720,705,9.6,"R"
"30003",806,281,3,"R"
"35006",731,775,4.3,"D"
"22037",1397,979,4.6,"R"
"36057",1911,340,6.6,"R"
"37111",1731,715,7.1,"R"
"48163",1062,1060,3.2,"R"
"36059",2137,428,38.9,"R"
"17071",1372,520,2.7,"R"
"16015",529,308,3.2,"R"
"05117",1365,810,2.6,"R"
"39097",1638,559,6.6,"R"
"37161",1740,729,8.6,"R"
"08049",826,551,4.5,"R"
"13141",1697,853,3,"D"
"08051",794,601,4.8,"D"
"39119",1698,525,9.1,"R"
"41017",340,264,16,"D"
"42087",1833,473,6.8,"R"
"45063",1753,814,17.6,"R"
"47123",1639,759,6.9,"R"
"42081",1856,426,11.3,"R"
"45055",1798,786,8.4,"R"
"48259",1082,1045,7.9,"R"
"29151",1344,631,4.1,"R"
"28135",1418,844,3.3,"D"
"54079",1707,596,7.6,"R"
"05107",1392,825,3.2,"D"
"55129",1339,277,4.8,"R"
"27095",1271,283,5.7,"R"
"05103",1313,866,4.3,"R"
"12031",1792,918,31.6,"R"
"01125",1501,883,13.4,"R"
"54011",1698,609,8.6,"R"
"54045",1710,628,4.9,"R"
"01119",1499,900,3.4,"D"
"01127",1518,835,8,"R"
"51155",1751,655,6.1,"R"
"31103",1065,423,1.1,"R"
"51163",1802,611,5.2,"R"
"51161",1769,628,11,"R"
"51195",1689,663,6,"R"
"56039",702,337,5.3,"D"
"35033",851,738,2.3,"D"
"46095",1032,391,1.2,"R"
"29047",1258,570,16.6,"R"
"46121",1031,407,2.1,"D"
"29147",1232,548,4.5,"R"
"48425",1121,925,3.3,"R"
"28143",1407,804,2.4,"D"
"12123",1694,1003,4.6,"R"
"53009",304,51,10,"D"
"54025",1762,613,5.6,"R"
"35007",867,714,3.5,"R"
"49001",563,585,2.6,"R"
"01019",1594,815,5.3,"R"
"39105",1702,577,4.7,"R"
"48365",1260,937,4.9,"R"
"31031",1016,435,2.5,"R"
"20027",1151,591,2.9,"R"
"01053",1555,962,5.6,"R"
"05113",1262,828,4.2,"R"
"34009",1967,503,10.7,"R"
"34023",1931,541,27.5,"D"
"37121",1716,718,4.3,"R"
"13311",1665,783,6,"R"
"13169",1689,845,5.9,"R"
"06051",357,556,3.5,"D"
"39029",1728,491,10.1,"R"
"27169",1334,368,7.6,"R"
"35025",900,896,6.7,"R"
"33017",2049,296,12.7,"D"
"21139",1478,685,3.2,"R"
"24031",1837,458,32.7,"D"
"39093",1654,415,18.4,"R"
"48347",1249,964,7.4,"R"
"51061",1842,573,9.7,"R"
"47041",1585,732,4.5,"R"
"06099",278,575,20.3,"R"
"40007",1025,716,2.1,"R"
"18131",1519,486,3.5,"R"
"48475",908,957,2.8,"R"
"51045",1781,634,2.6,"R"
"20007",1093,696,2.1,"R"
"48499",1224,898,7.2,"R"
"31117",1016,485,0.8,"R"
"19155",1224,506,9.7,"R"
"25001",2088,360,17.7,"D"
"48337",1122,820,4.9,"R"
"54023",1798,554,3.4,"R"
"47115",1582,778,5.4,"R"
"05023",1346,772,5.2,"R"
"27123",1249,303,24.1,"D"
"21105",1455,713,2.1,"R"
"26071",1436,263,3.9,"R"
"26133",1553,347,5.3,"R"
"48131",1087,1149,3.1,"R"
"41049",420,213,3.1,"R"
"08093",858,581,5,"R"
"22085",1293,965,4.6,"R"
"48349",1203,962,6.5,"R"
"53069",304,141,2.5,"R"
"23013",2109,231,7.4,"D"
"37125",1835,766,11.4,"R"
"48001",1211,952,6.4,"R"
"49027",578,554,3.7,"R"
"47019",1706,695,7.3,"R"
"41057",275,182,5.8,"R"
"30095",758,263,3.5,"R"
"56019",836,352,3.2,"R"
"36047",2051,562,42.3,"D"
"18125",1510,630,3.6,"R"
"51037",1840,640,3.6,"R"
"33005",2011,328,9.8,"D"
"16007",664,413,2.6,"R"
"27115",1302,284,6,"R"
"22045",1367,1041,7.9,"R"
"50021",1959,300,8.4,"D"
"29055",1359,656,4.8,"R"
"51159",1916,593,3,"R"
"41047",291,237,18,"R"
"53063",505,130,24.3,"R"
"22005",1400,1028,11.5,"R"
"21205",1659,615,4.6,"R"
"46071",999,388,1.5,"R"
"24035",1915,512,8.2,"R"
"32015",445,479,2.4,"R"
"05131",1259,795,9.7,"R"
"05019",1303,845,4,"R"
"29095",1283,617,25.9,"D"
"22061",1325,912,6.2,"R"
"42099",1848,490,7.4,"R"
"20091",1222,628,26.9,"D"
"29183",1355,591,21.8,"R"
"40089",1239,846,4.9,"R"
"31131",1185,536,4.2,"R"
"54057",1802,542,5.2,"R"
"18171",1508,548,3,"R"
"49007",679,545,4.4,"R"
"12087",1791,1234,9.7,"R"
"17149",1375,575,4,"R"
"08115",968,515,1.7,"R"
"53047",451,71,6.5,"R"
"37047",1866,782,7.5,"R"
"42101",1813,528,39.1,"D"
"56017",767,360,2.3,"R"
"13115",1608,809,9.8,"R"
"31145",1033,556,3.4,"R"
"55009",1476,308,17.7,"R"
"21045",1603,668,3.9,"R"
"21171",1585,697,3.4,"R"
"36037",1805,368,7.8,"R"
"47027",1582,702,2.8,"R"
"06047",291,606,13.4,"R"
"40071",1151,711,6,"R"
"13205",1667,949,4.4,"R"
"21155",1595,665,4.4,"R"
"42107",1917,448,12.5,"R"
"39145",1659,602,8.1,"R"
"13127",1753,930,9.7,"R"
"12057",1725,1113,37.7,"R"
"48249",1102,1144,5.3,"R"
"26147",1661,369,14.3,"R"
"19149",1184,435,5.4,"R"
"18173",1518,640,8.3,"R"
"55103",1354,420,4.4,"R"
"40125",1163,786,7.8,"R"
"30009",756,285,3.9,"R"
"13099",1639,951,3.2,"R"
"33011",1990,303,22.2,"D"
"48097",1158,845,6.6,"R"
"08083",726,660,5.6,"R"
"53015",330,121,11.1,"R"
"22069",1304,953,5.6,"R"
"21085",1551,674,5.1,"R"
"41053",286,204,9.9,"R"
"05133",1260,848,3.1,"R"
"47113",1464,761,9.2,"R"
"25011",1993,335,9.3,"D"
"29133",1442,706,3.1,"R"
"39021",1634,526,6.6,"R"
"06101",259,456,9.1,"R"
"55075",1460,286,7.2,"R"
"19139",1357,495,6.4,"R"
"55109",1339,321,11.3,"R"
"18147",1529,647,4.7,"R"
"42043",1855,459,17.8,"D"
"51105",1677,678,4.6,"R"
"37105",1831,736,8,"R"
"04017",648,755,10.4,"R"
"46137",1001,322,1.3,"R"
"16023",615,333,1.8,"R"
"16027",484,310,14.5,"R"
"13309",1717,900,2.2,"R"
"05057",1282,861,3.6,"R"
"05067",1375,769,3.2,"R"
"08067",754,663,8.6,"D"
"06039",333,585,10.7,"R"
"05017",1377,878,2.7,"D"
"37079",1897,702,4.2,"R"
"21033",1492,684,3.6,"R"
"40113",1172,719,6.6,"R"
"51041",1840,657,21,"D"
"54097",1765,575,4.5,"R"
"01083",1518,800,10.6,"R"
"12113",1563,1002,15.4,"R"
"28059",1494,1009,10.5,"R"
"30061",587,168,2.4,"R"
"41043",320,245,12.1,"R"
"51590",1822,666,6.1,"D"
"37115",1698,713,5.3,"R"
"29163",1379,582,4.1,"R"
"01037",1589,886,3.3,"R"
"05135",1362,741,4,"R"
"41003",271,217,10.1,"D"
"29207",1418,704,5.4,"R"
"05033",1265,779,7.1,"R"
"31041",1062,495,3.5,"R"
"04012",482,797,4,"R"
"26093",1631,374,16.7,"R"
"48379",1198,896,3.7,"R"
"30069",796,200,0.8,"R"
"33009",2005,274,10.8,"D"
"27085",1251,335,6.7,"R"
"28113",1418,971,5.7,"R"
"35049",818,758,13.2,"D"
"20197",1193,624,2.8,"R"
"17055",1460,652,6.1,"R"
"48015",1178,1050,5.7,"R"
"51097",1898,603,3,"R"
"29073",1352,630,4.1,"R"
"51147",1840,628,4.5,"R"
"48039",1279,1088,18.5,"R"
"13013",1677,802,9.7,"R"
"08081",761,506,3.7,"R"
"08105",809,659,3.6,"R"
"06049",337,375,2.9,"R"
"48373",1238,999,7.2,"R"
"42059",1750,540,6,"R"
"54073",1721,559,2.7,"R"
"13027",1693,964,3.9,"R"
"30073",678,133,2.4,"R"
"32021",382,538,2.2,"R"
"53041",313,133,9.7,"R"
"50007",1950,262,14.2,"D"
"35055",831,711,5.9,"D"
"48453",1120,1023,34.9,"D"
"35043",784,735,12.9,"D"
"31083",1071,554,2,"R"
"08123",892,510,19.4,"R"
"13147",1657,791,5.5,"R"
"13259",1630,919,2.1,"D"
"13273",1653,925,3,"D"
"13163",1718,857,4,"R"
"30067",714,263,4.9,"R"
"28015",1429,862,3.3,"R"
"22093",1404,1044,5,"R"
"47035",1604,728,8.6,"R"
"26129",1600,328,5.2,"R"
"38011",946,265,1.8,"R"
"22091",1403,986,3.5,"D"
"20039",1033,571,1.8,"R"
"05009",1302,742,6,"R"
"36077",1906,357,7.8,"R"
"36001",1928,371,17.7,"D"
"23015",2078,253,7.1,"D"
"51650",1924,627,11.5,"D"
"40031",1097,817,8.5,"R"
"13321",1679,935,4.5,"R"
"48085",1214,836,32.8,"R"
"18091",1496,471,10,"R"
"40147",1196,717,7,"R"
"38023",957,139,1.6,"R"
"16075",498,297,5,"R"
"56013",765,386,6,"R"
"42049",1724,395,17.1,"R"
"27121",1207,306,3.9,"R"
"22025",1356,958,3,"R"
"37029",1929,660,3.7,"R"
"05005",1332,741,6.6,"R"
"08101",876,641,13.3,"R"
"37091",1900,671,4.6,"D"
"48405",1266,971,2.8,"R"
"37013",1931,710,7.5,"R"
"47001",1607,702,8.8,"R"
"51011",1833,634,4.5,"R"
"47119",1534,774,10.5,"R"
"40151",1088,720,2.8,"R"
"31155",1163,503,5.4,"R"
"01091",1519,919,4.5,"R"
"29063",1242,559,3.2,"R"
"51023",1787,625,6.8,"R"
"26111",1580,360,10.3,"R"
"36081",2095,493,38.8,"D"
"36085",1958,504,20.6,"R"
"05075",1378,746,3.5,"R"
"13241",1663,773,4.7,"R"
"48203",1262,924,8,"R"
"36091",1938,312,16.7,"D"
"55093",1341,354,7.3,"R"
"26097",1554,258,3.9,"R"
"18005",1569,588,8.6,"R"
"51013",1888,568,16.4,"D"
"27079",1253,356,6.1,"R"
"22123",1371,901,3.1,"R"
"55013",1309,277,4.8,"R"
"48423",1241,933,14.8,"R"
"47055",1528,789,5.3,"R"
"45089",1838,823,5.5,"D"
"48229",817,958,1.5,"R"
"51157",1840,560,3.3,"R"
"40077",1221,806,2.9,"R"
"22125",1369,983,3.6,"R"
"37103",1911,736,3.4,"R"
"51127",1900,594,6,"R"
"37183",1785,662,37,"D"
"28141",1490,805,4.4,"R"
"13285",1625,878,8.2,"R"
"48103",931,958,1.7,"R"
"19049",1247,475,11.5,"R"
"37127",1879,684,10.5,"R"
"27007",1230,187,7.2,"R"
"51015",1797,597,9.7,"R"
"51071",1754,644,4.4,"R"
"12095",1846,1011,35.8,"D"
"30053",581,106,5,"R"
"51051",1697,659,3.9,"R"
"39153",1701,470,24.1,"D"
"08057",826,509,1.3,"R"
"22047",1383,1026,5.7,"R"
"48241",1273,1003,5.8,"R"
"47087",1588,704,3.5,"R"
"37171",1759,682,8.9,"R"
"08025",905,658,1.9,"R"
"21191",1615,602,3.8,"R"
"20209",1250,603,10.3,"D"
"56043",801,357,2.8,"R"
"32031",369,423,23.5,"D"
