county,precinct,contest,candidate,party,method,votes
Fulton,09G,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,09G,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,09G,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09G,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,09H,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,09I,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,09J,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,09J,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,09J,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09J,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,09K,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,09K,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,09K,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09K,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,09K1,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,09L,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,09M,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,09M,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,09M,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09M,President of the US,Chase Oliver,OTH,Advanced Voting,19
Fulton,09N,President of the US,Chase Oliver,OTH,Election Day,6
Fulton,09N,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,09N,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,09N,President of the US,Chase Oliver,OTH,Advanced Voting,6
Fulton,10A,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,10A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10A,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,10B,President of the US,Chase Oliver,OTH,(not reported),6
Fulton,10B1,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,10C,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,10D,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,10D1,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,10D2,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,10D2,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10D2,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10D2,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,10E,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,10E,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10E,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10E,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,10F,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,10F,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10F,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10F,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,10G,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,10H1,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,10H2,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,10H2,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10H2,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10H2,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,10I,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,10I,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10I,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10I,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,10J,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,10J,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,10J,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,10J,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,10K,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,10M,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,10P,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,10R,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,11B,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,11B1,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,11B2,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,11B3,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,11B3,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,11B3,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,11B3,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,11C,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,11C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,11C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,11C,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,11C2,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,11C3,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,11C3,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,11C3,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,11C3,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,11E1,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,11E2,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,11E3,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,11G,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,11H,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,11H,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,11H,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,11H,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,11J,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,11K,President of the US,Chase Oliver,OTH,(not reported),6
Fulton,11M,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,11M1,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,11N,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,11P,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,11R,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,12A,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,12A1,President of the US,Chase Oliver,OTH,(not reported),17
Fulton,12D,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,12E1,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,12F,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,12G,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,12H1,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,12H2,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,12H2,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,12H2,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,12H2,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,12I,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,12J,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,12J,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,12J,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,12J,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,12K,President of the US,Chase Oliver,OTH,(not reported),7
Fulton,12L,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,12M,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,12N,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,12S,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,12S,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,12S,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,12S,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,AP01A,President of the US,Chase Oliver,OTH,(not reported),27
Fulton,AP01B,President of the US,Chase Oliver,OTH,(not reported),14
Fulton,AP01C,President of the US,Chase Oliver,OTH,Election Day,4
Fulton,AP01C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP01C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP01C,President of the US,Chase Oliver,OTH,Advanced Voting,8
Fulton,AP01D,President of the US,Chase Oliver,OTH,Election Day,3
Fulton,AP01D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP01D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP01D,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,AP021,President of the US,Chase Oliver,OTH,(not reported),17
Fulton,AP022,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,AP023,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,AP023,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP023,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP023,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,AP02B,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,AP03,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,AP04A,President of the US,Chase Oliver,OTH,Election Day,7
Fulton,AP04A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP04A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP04A,President of the US,Chase Oliver,OTH,Advanced Voting,6
Fulton,AP04B,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,AP04B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP04B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP04B,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,AP05,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,AP06,President of the US,Chase Oliver,OTH,(not reported),16
Fulton,AP07A,President of the US,Chase Oliver,OTH,(not reported),13
Fulton,AP07B,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,AP07B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP07B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP07B,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,AP07C,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,AP07C,President of the US,Chase Oliver,OTH,Absentee by Mail,1
Fulton,AP07C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP07C,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,AP09A,President of the US,Chase Oliver,OTH,Election Day,7
Fulton,AP09A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP09A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP09A,President of the US,Chase Oliver,OTH,Advanced Voting,14
Fulton,AP09B,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,AP09B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP09B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP09B,President of the US,Chase Oliver,OTH,Advanced Voting,9
Fulton,AP10,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,AP10,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP10,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP10,President of the US,Chase Oliver,OTH,Advanced Voting,5
Fulton,AP12A,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,AP12B,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,AP12C,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,AP12C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP12C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP12C,President of the US,Chase Oliver,OTH,Advanced Voting,5
Fulton,AP12D,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,AP12D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,AP12D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,AP12D,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,AP14,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,AP14A,President of the US,Chase Oliver,OTH,(not reported),10
Fulton,CH01,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CH01A,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CH01B,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CH02,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CH02,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH02,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH02,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CH02A,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,CH02A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH02A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH02A,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CH03,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,CH03,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH03,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH03,President of the US,Chase Oliver,OTH,Advanced Voting,4
Fulton,CH04A,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CH04A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH04A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH04A,President of the US,Chase Oliver,OTH,Advanced Voting,3
Fulton,CH05,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,CH05,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH05,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH05,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CH05A,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CH05A,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CH05A,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CH05A,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CP011,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CP011,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CP011,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CP011,President of the US,Chase Oliver,OTH,Advanced Voting,2
Fulton,CP012,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,CP01B,President of the US,Chase Oliver,OTH,Election Day,2
Fulton,CP01B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CP01B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CP01B,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,CP02,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,CP04A,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP04B,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP051,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP052,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP05B,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP05C,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,CP06A,President of the US,Chase Oliver,OTH,(not reported),3
Fulton,CP06B,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CP06B,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CP06B,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CP06B,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CP07A,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP07B,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP07C,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,CP07D,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,CP07D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CP07D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CP07D,President of the US,Chase Oliver,OTH,Advanced Voting,1
Fulton,CP07E,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP07F,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,CP081,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP083,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,CP083,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,CP083,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,CP083,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,CP084,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,CP08A,President of the US,Chase Oliver,OTH,(not reported),0
Fulton,EP01A,President of the US,Chase Oliver,OTH,(not reported),9
Fulton,EP01B,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,EP01C,President of the US,Chase Oliver,OTH,(not reported),1
Fulton,EP01D,President of the US,Chase Oliver,OTH,(not reported),2
Fulton,EP02A,President of the US,Chase Oliver,OTH,(not reported),4
Fulton,EP02B,President of the US,Chase Oliver,OTH,(not reported),5
Fulton,EP02C,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,EP02C,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,EP02C,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,EP02C,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,EP02D,President of the US,Chase Oliver,OTH,Election Day,0
Fulton,EP02D,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,EP02D,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,EP02D,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,EP02E,President of the US,Chase Oliver,OTH,Election Day,1
Fulton,EP02E,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Fulton,EP02E,President of the US,Chase Oliver,OTH,Provisional,0
Fulton,EP02E,President of the US,Chase Oliver,OTH,Advanced Voting,0
Fulton,EP03A,President of the US,Chase Oliver,OTH,(not reported),5
