"from_state","to_state","est","moe","lo","hi","sig","flag"
"Florida","New Hampshire",3590,1569,2021,5159,TRUE,""
"Georgia","New Hampshire",451,392,59,843,TRUE,""
"Hawaii","New Hampshire",498,616,0,1114,FALSE,""
"Idaho","New Hampshire",0,200,0,200,FALSE,""
"Illinois","New Hampshire",328,377,0,705,FALSE,""
"Indiana","New Hampshire",,,,,FALSE,"N"
"Iowa","New Hampshire",0,200,0,200,FALSE,""
"Kansas","New Hampshire",,,,,FALSE,"N"
"Kentucky","New Hampshire",,,,,FALSE,"N"
"Louisiana","New Hampshire",410,483,0,893,FALSE,""
"Maine","New Hampshire",3115,965,2150,4080,TRUE,""
"Maryland","New Hampshire",,,,,FALSE,"N"
"Massachusetts","New Hampshire",20310,3696,16614,24006,TRUE,""
"Michigan","New Hampshire",,,,,FALSE,"N"
"Minnesota","New Hampshire",104,135,0,239,FALSE,""
"Mississippi","New Hampshire",,,,,FALSE,"N"
"Missouri","New Hampshire",,,,,FALSE,"N"
"Montana","New Hampshire",0,200,0,200,FALSE,""
"Nebraska","New Hampshire",,,,,FALSE,"N"
"Nevada","New Hampshire",685,644,41,1329,TRUE,""
"New Jersey","New Hampshire",171,193,0,364,FALSE,""
"New Mexico","New Hampshire",0,200,0,200,FALSE,""
"New York","New Hampshire",2115,876,1239,2991,TRUE,""
"North Carolina","New Hampshire",870,729,141,1599,TRUE,""
"North Dakota","New Hampshire",0,200,0,200,FALSE,""
"Ohio","New Hampshire",1050,823,227,1873,TRUE,""
"Oklahoma","New Hampshire",0,200,0,200,FALSE,""
"Oregon","New Hampshire",,,,,FALSE,"N"
"Pennsylvania","New Hampshire",1401,1226,175,2627,TRUE,""
"Rhode Island","New Hampshire",986,668,318,1654,TRUE,""
"South Carolina","New Hampshire",303,274,29,577,TRUE,""
"South Dakota","New Hampshire",,,,,FALSE,"N"
"Tennessee","New Hampshire",230,309,0,539,FALSE,""
"Texas","New Hampshire",1913,1617,296,3530,TRUE,""
"Utah","New Hampshire",218,241,0,459,FALSE,""
"Vermont","New Hampshire",1592,780,812,2372,TRUE,""
"Virginia","New Hampshire",203,181,22,384,TRUE,""
"Washington","New Hampshire",,,,,FALSE,"N"
"West Virginia","New Hampshire",,,,,FALSE,"N"
"Wisconsin","New Hampshire",,,,,FALSE,"N"
"Wyoming","New Hampshire",,,,,FALSE,"N"
"Puerto Rico","New Hampshire",,,,,FALSE,"N"
"Alabama","New Jersey",441,412,29,853,TRUE,""
"Alaska","New Jersey",,,,,FALSE,"N"
"Arizona","New Jersey",1789,962,827,2751,TRUE,""
"Arkansas","New Jersey",238,265,0,503,FALSE,""
"California","New Jersey",8021,2510,5511,10531,TRUE,""
"Colorado","New Jersey",829,480,349,1309,TRUE,""
"Connecticut","New Jersey",2153,1169,984,3322,TRUE,""
"Delaware","New Jersey",3347,1138,2209,4485,TRUE,""
"District of Columbia","New Jersey",304,237,67,541,TRUE,""
"Florida","New Jersey",12121,3185,8936,15306,TRUE,""
"Georgia","New Jersey",1764,778,986,2542,TRUE,""
"Hawaii","New Jersey",,,,,FALSE,"N"
"Idaho","New Jersey",72,85,0,157,FALSE,""
"Illinois","New Jersey",2836,1283,1553,4119,TRUE,""
"Indiana","New Jersey",2410,1557,853,3967,TRUE,""
"Iowa","New Jersey",2427,1908,519,4335,TRUE,""
"Kansas","New Jersey",,,,,FALSE,"N"
"Kentucky","New Jersey",509,439,70,948,TRUE,""
"Louisiana","New Jersey",,,,,FALSE,"N"
"Maine","New Jersey",0,226,0,226,FALSE,""
"Maryland","New Jersey",1393,756,637,2149,TRUE,""
"Massachusetts","New Jersey",4041,1776,2265,5817,TRUE,""
"Michigan","New Jersey",1831,810,1021,2641,TRUE,""
"Minnesota","New Jersey",,,,,FALSE,"N"
"Mississippi","New Jersey",,,,,FALSE,"N"
"Missouri","New Jersey",593,532,61,1125,TRUE,""
"Montana","New Jersey",204,199,5,403,TRUE,""
"Nebraska","New Jersey",400,430,0,830,FALSE,""
"Nevada","New Jersey",,,,,FALSE,"N"
"New Hampshire","New Jersey",317,392,0,709,FALSE,""
"New Mexico","New Jersey",229,301,0,530,FALSE,""
"New York","New Jersey",56799,8244,48555,65043,TRUE,""
"North Carolina","New Jersey",4950,2047,2903,6997,TRUE,""
"North Dakota","New Jersey",0,226,0,226,FALSE,""
"Ohio","New Jersey",1712,1147,565,2859,TRUE,""
"Oklahoma","New Jersey",,,,,FALSE,"N"
"Oregon","New Jersey",331,474,0,805,FALSE,""
"Pennsylvania","New Jersey",25902,3756,22146,29658,TRUE,""
"Rhode Island","New Jersey",408,531,0,939,FALSE,""
"South Carolina","New Jersey",1659,867,792,2526,TRUE,""
"South Dakota","New Jersey",0,226,0,226,FALSE,""
"Tennessee","New Jersey",1122,1019,103,2141,TRUE,""
"Texas","New Jersey",2930,1744,1186,4674,TRUE,""
"Utah","New Jersey",158,154,4,312,TRUE,""
"Vermont","New Jersey",492,381,111,873,TRUE,""
"Virginia","New Jersey",3328,1632,1696,4960,TRUE,""
"Washington","New Jersey",643,401,242,1044,TRUE,""
"West Virginia","New Jersey",,,,,FALSE,"N"
"Wisconsin","New Jersey",1113,1084,29,2197,TRUE,""
"Wyoming","New Jersey",0,226,0,226,FALSE,""
"Puerto Rico","New Jersey",499,382,117,881,TRUE,""
"Alabama","New Mexico",1191,838,353,2029,TRUE,""
"Alaska","New Mexico",539,493,46,1032,TRUE,""
"Arizona","New Mexico",3394,1092,2302,4486,TRUE,""
"Arkansas","New Mexico",266,234,32,500,TRUE,""
"California","New Mexico",8699,2726,5973,11425,TRUE,""
"Colorado","New Mexico",3654,1481,2173,5135,TRUE,""
"Connecticut","New Mexico",340,470,0,810,FALSE,""
"Delaware","New Mexico",,,,,FALSE,"N"
"District of Columbia","New Mexico",0,216,0,216,FALSE,""
"Florida","New Mexico",2348,1145,1203,3493,TRUE,""
"Georgia","New Mexico",810,579,231,1389,TRUE,""
"Hawaii","New Mexico",505,600,0,1105,FALSE,""
"Idaho","New Mexico",357,389,0,746,FALSE,""
"Illinois","New Mexico",681,544,137,1225,TRUE,""
"Indiana","New Mexico",544,418,126,962,TRUE,""
"Iowa","New Mexico",,,,,FALSE,"N"
"Kansas","New Mexico",533,460,73,993,TRUE,""
"Kentucky","New Mexico",,,,,FALSE,"N"
"Louisiana","New Mexico",314,365,0,679,FALSE,""
"Maine","New Mexico",0,216,0,216,FALSE,""
"Maryland","New Mexico",,,,,FALSE,"N"
"Massachusetts","New Mexico",0,216,0,216,FALSE,""
"Michigan","New Mexico",158,176,0,334,FALSE,""
"Minnesota","New Mexico",1566,1286,280,2852,TRUE,""
"Mississippi","New Mexico",,,,,FALSE,"N"
"Missouri","New Mexico",372,387,0,759,FALSE,""
"Montana","New Mexico",1419,1480,0,2899,FALSE,""
"Nebraska","New Mexico",290,183,107,473,TRUE,""
"Nevada","New Mexico",898,544,354,1442,TRUE,""
"New Hampshire","New Mexico",0,216,0,216,FALSE,""
"New Jersey","New Mexico",0,216,0,216,FALSE,""
"New York","New Mexico",453,612,0,1065,FALSE,""
"North Carolina","New Mexico",1264,1056,208,2320,TRUE,""
"North Dakota","New Mexico",,,,,FALSE,"N"
"Ohio","New Mexico",575,355,220,930,TRUE,""
"Oklahoma","New Mexico",2058,1034,1024,3092,TRUE,""
"Oregon","New Mexico",1015,541,474,1556,TRUE,""
"Pennsylvania","New Mexico",675,434,241,1109,TRUE,""
"Rhode Island","New Mexico",189,242,0,431,FALSE,""
"South Carolina","New Mexico",,,,,FALSE,"N"
"South Dakota","New Mexico",626,587,39,1213,TRUE,""
"Tennessee","New Mexico",267,374,0,641,FALSE,""
"Texas","New Mexico",13543,3249,10294,16792,TRUE,""
"Utah","New Mexico",582,741,0,1323,FALSE,""
"Vermont","New Mexico",0,216,0,216,FALSE,""
"Virginia","New Mexico",690,589,101,1279,TRUE,""
"Washington","New Mexico",1528,792,736,2320,TRUE,""
"West Virginia","New Mexico",,,,,FALSE,"N"
"Wisconsin","New Mexico",645,474,171,1119,TRUE,""
"Wyoming","New Mexico",,,,,FALSE,"N"
"Puerto Rico","New Mexico",,,,,FALSE,"N"
"Alabama","New York",,,,,FALSE,"N"
"Alaska","New York",690,576,114,1266,TRUE,""
"Arizona","New York",2936,1141,1795,4077,TRUE,""
"Arkansas","New York",532,436,96,968,TRUE,""
"California","New York",31367,4875,26492,36242,TRUE,""
"Colorado","New York",7985,3618,4367,11603,TRUE,""
"Connecticut","New York",15160,3301,11859,18461,TRUE,""
"Delaware","New York",603,400,203,1003,TRUE,""
"District of Columbia","New York",4795,1495,3300,6290,TRUE,""
"Florida","New York",28080,4963,23117,33043,TRUE,""
"Georgia","New York",8252,2319,5933,10571,TRUE,""
"Hawaii","New York",2299,1352,947,3651,TRUE,""
"Idaho","New York",405,354,51,759,TRUE,""
"Illinois","New York",7781,1903,5878,9684,TRUE,""
"Indiana","New York",1716,741,975,2457,TRUE,""
"Iowa","New York",227,157,70,384,TRUE,""
"Kansas","New York",1209,874,335,2083,TRUE,""
"Kentucky","New York",927,742,185,1669,TRUE,""
"Louisiana","New York",1352,984,368,2336,TRUE,""
"Maine","New York",1326,643,683,1969,TRUE,""
"Maryland","New York",8400,2298,6102,10698,TRUE,""
"Massachusetts","New York",17862,2974,14888,20836,TRUE,""
"Michigan","New York",4299,1429,2870,5728,TRUE,""
"Minnesota","New York",1430,829,601,2259,TRUE,""
"Mississippi","New York",1238,1414,0,2652,FALSE,""
"Missouri","New York",2171,1142,1029,3313,TRUE,""
"Montana","New York",434,670,0,1104,FALSE,""
"Nebraska","New York",572,611,0,1183,FALSE,""
"Nevada","New York",1153,735,418,1888,TRUE,""
"New Hampshire","New York",3689,1175,2514,4864,TRUE,""
"New Jersey","New York",36002,5753,30249,41755,TRUE,""
"New Mexico","New York",306,226,80,532,TRUE,""
"North Carolina","New York",10076,2104,7972,12180,TRUE,""
"North Dakota","New York",,,,,FALSE,"N"
"Ohio","New York",3356,1284,2072,4640,TRUE,""
"Oklahoma","New York",1033,655,378,1688,TRUE,""
"Oregon","New York",1895,1033,862,2928,TRUE,""
"Pennsylvania","New York",23152,3265,19887,26417,TRUE,""
"Rhode Island","New York",1485,739,746,2224,TRUE,""
"South Carolina","New York",5749,1738,4011,7487,TRUE,""
"South Dakota","New York",0,220,0,220,FALSE,""
"Tennessee","New York",3201,1593,1608,4794,TRUE,""
"Texas","New York",16324,3888,12436,20212,TRUE,""
"Utah","New York",1124,604,520,1728,TRUE,""
"Vermont","New York",2668,927,1741,3595,TRUE,""
"Virginia","New York",10310,2359,7951,12669,TRUE,""
"Washington","New York",6409,1675,4734,8084,TRUE,""
"West Virginia","New York",771,581,190,1352,TRUE,""
"Wisconsin","New York",2117,957,1160,3074,TRUE,""
"Wyoming","New York",0,220,0,220,FALSE,""
"Puerto Rico","New York",1627,517,1110,2144,TRUE,""
"Alabama","North Carolina",4757,1604,3153,6361,TRUE,""
"Alaska","North Carolina",1963,1213,750,3176,TRUE,""
"Arizona","North Carolina",5516,1760,3756,7276,TRUE,""
"Arkansas","North Carolina",454,359,95,813,TRUE,""
"California","North Carolina",18428,4002,14426,22430,TRUE,""
"Colorado","North Carolina",7031,2178,4853,9209,TRUE,""
"Connecticut","North Carolina",4643,2352,2291,6995,TRUE,""
"Delaware","North Carolina",501,618,0,1119,FALSE,""
"District of Columbia","North Carolina",2078,1773,305,3851,TRUE,""
"Florida","North Carolina",33591,4724,28867,38315,TRUE,""
"Georgia","North Carolina",19031,4094,14937,23125,TRUE,""
"Hawaii","North Carolina",1704,1356,348,3060,TRUE,""
"Idaho","North Carolina",1018,996,22,2014,TRUE,""
"Illinois","North Carolina",4375,1886,2489,6261,TRUE,""
"Indiana","North Carolina",3154,1421,1733,4575,TRUE,""
"Iowa","North Carolina",2313,1353,960,3666,TRUE,""
"Kansas","North Carolina",1356,803,553,2159,TRUE,""
"Kentucky","North Carolina",3261,1229,2032,4490,TRUE,""
"Louisiana","North Carolina",1390,603,787,1993,TRUE,""
"Maine","North Carolina",2542,1715,827,4257,TRUE,""
"Maryland","North Carolina",8874,2299,6575,11173,TRUE,""
"Massachusetts","North Carolina",5343,1842,3501,7185,TRUE,""
"Michigan","North Carolina",5132,1919,3213,7051,TRUE,""
"Minnesota","North Carolina",1784,820,964,2604,TRUE,""
"Mississippi","North Carolina",734,539,195,1273,TRUE,""
"Missouri","North Carolina",4136,2215,1921,6351,TRUE,""
"Montana","North Carolina",878,515,363,1393,TRUE,""
"Nebraska","North Carolina",867,564,303,1431,TRUE,""
"Nevada","North Carolina",1687,1060,627,2747,TRUE,""
"New Hampshire","North Carolina",553,416,137,969,TRUE,""
"New Jersey","North Carolina",9282,3207,6075,12489,TRUE,""
"New Mexico","North Carolina",371,493,0,864,FALSE,""
"New York","North Carolina",17978,3464,14514,21442,TRUE,""
"North Dakota","North Carolina",586,547,39,1133,TRUE,""
"Ohio","North Carolina",6401,1836,4565,8237,TRUE,""
"Oklahoma","North Carolina",1944,978,966,2922,TRUE,""
"Oregon","North Carolina",3152,1613,1539,4765,TRUE,""
"Pennsylvania","North Carolina",13261,3306,9955,16567,TRUE,""
"Rhode Island","North Carolina",1227,906,321,2133,TRUE,""
"South Carolina","North Carolina",29982,4618,25364,34600,TRUE,""
"South Dakota","North Carolina",309,329,0,638,FALSE,""
"Tennessee","North Carolina",8763,3119,5644,11882,TRUE,""
"Texas","North Carolina",16498,3764,12734,20262,TRUE,""
"Utah","North Carolina",3023,1607,1416,4630,TRUE,""
"Vermont","North Carolina",240,205,35,445,TRUE,""
"Virginia","North Carolina",28409,5573,22836,33982,TRUE,""
"Washington","North Carolina",2843,1314,1529,4157,TRUE,""
"West Virginia","North Carolina",1002,620,382,1622,TRUE,""
"Wisconsin","North Carolina",3870,1880,1990,5750,TRUE,""
"Wyoming","North Carolina",1547,1885,0,3432,FALSE,""
"Puerto Rico","North Carolina",659,616,43,1275,TRUE,""
"Alabama","North Dakota",0,175,0,175,FALSE,""
"Alaska","North Dakota",262,276,0,538,FALSE,""
"Arizona","North Dakota",1028,789,239,1817,TRUE,""
"Arkansas","North Dakota",76,90,0,166,FALSE,""
"California","North Dakota",859,692,167,1551,TRUE,""
"Colorado","North Dakota",1372,862,510,2234,TRUE,""
"Connecticut","North Dakota",165,233,0,398,FALSE,""
"Delaware","North Dakota",0,175,0,175,FALSE,""
"District of Columbia","North Dakota",0,175,0,175,FALSE,""
"Florida","North Dakota",1497,1576,0,3073,FALSE,""
"Georgia","North Dakota",565,689,0,1254,FALSE,""
"Hawaii","North Dakota",0,175,0,175,FALSE,""
"Idaho","North Dakota",441,329,112,770,TRUE,""
"Illinois","North Dakota",469,455,14,924,TRUE,""
"Indiana","North Dakota",895,760,135,1655,TRUE,""
"Iowa","North Dakota",431,541,0,972,FALSE,""
"Kansas","North Dakota",1966,1349,617,3315,TRUE,""
"Kentucky","North Dakota",,,,,FALSE,"N"
"Louisiana","North Dakota",,,,,FALSE,"N"
"Maine","North Dakota",0,175,0,175,FALSE,""
"Maryland","North Dakota",0,175,0,175,FALSE,""
"Massachusetts","North Dakota",0,175,0,175,FALSE,""
"Michigan","North Dakota",,,,,FALSE,"N"
"Minnesota","North Dakota",7088,1389,5699,8477,TRUE,""
"Mississippi","North Dakota",,,,,FALSE,"N"
"Missouri","North Dakota",137,146,0,283,FALSE,""
"Montana","North Dakota",1556,1131,425,2687,TRUE,""
"Nebraska","North Dakota",202,234,0,436,FALSE,""
"Nevada","North Dakota",165,221,0,386,FALSE,""
"New Hampshire","North Dakota",283,314,0,597,FALSE,""
"New Jersey","North Dakota",115,175,0,290,FALSE,""
"New Mexico","North Dakota",,,,,FALSE,"N"
"New York","North Dakota",0,175,0,175,FALSE,""
"North Carolina","North Dakota",230,198,32,428,TRUE,""
"Ohio","North Dakota",,,,,FALSE,"N"
"Oklahoma","North Dakota",616,515,101,1131,TRUE,""
"Oregon","North Dakota",,,,,FALSE,"N"
"Pennsylvania","North Dakota",1734,1175,559,2909,TRUE,""
"Rhode Island","North Dakota",0,175,0,175,FALSE,""
"South Carolina","North Dakota",0,175,0,175,FALSE,""
"South Dakota","North Dakota",1205,613,592,1818,TRUE,""
"Tennessee","North Dakota",134,246,0,380,FALSE,""
"Texas","North Dakota",1407,661,746,2068,TRUE,""
"Utah","North Dakota",1301,1197,104,2498,TRUE,""
"Vermont","North Dakota",0,175,0,175,FALSE,""
"Virginia","North Dakota",350,386,0,736,FALSE,""
"Washington","North Dakota",226,311,0,537,FALSE,""
"West Virginia","North Dakota",0,175,0,175,FALSE,""
"Wisconsin","North Dakota",287,340,0,627,FALSE,""
"Wyoming","North Dakota",,,,,FALSE,"N"
"Puerto Rico","North Dakota",0,175,0,175,FALSE,""
"Alabama","Ohio",1756,1007,749,2763,TRUE,""
"Alaska","Ohio",1515,1161,354,2676,TRUE,""
"Arizona","Ohio",4733,1679,3054,6412,TRUE,""
"Arkansas","Ohio",887,574,313,1461,TRUE,""
"California","Ohio",8011,2067,5944,10078,TRUE,""
"Colorado","Ohio",4483,1891,2592,6374,TRUE,""
"Connecticut","Ohio",1348,629,719,1977,TRUE,""
"Delaware","Ohio",682,378,304,1060,TRUE,""
"District of Columbia","Ohio",419,303,116,722,TRUE,""
"Florida","Ohio",20338,3696,16642,24034,TRUE,""
"Georgia","Ohio",6094,2030,4064,8124,TRUE,""
"Hawaii","Ohio",505,336,169,841,TRUE,""
"Idaho","Ohio",733,594,139,1327,TRUE,""
"Illinois","Ohio",9332,2186,7146,11518,TRUE,""
"Indiana","Ohio",10916,2649,8267,13565,TRUE,""
"Iowa","Ohio",1433,884,549,2317,TRUE,""
"Kansas","Ohio",1202,773,429,1975,TRUE,""
"Kentucky","Ohio",13444,3027,10417,16471,TRUE,""
"Louisiana","Ohio",1531,1232,299,2763,TRUE,""
"Maine","Ohio",169,174,0,343,FALSE,""
"Maryland","Ohio",3749,1381,2368,5130,TRUE,""
"Massachusetts","Ohio",2178,841,1337,3019,TRUE,""
"Michigan","Ohio",14467,3424,11043,17891,TRUE,""
"Minnesota","Ohio",1062,550,512,1612,TRUE,""
"Mississippi","Ohio",880,650,230,1530,TRUE,""
"Missouri","Ohio",3652,1353,2299,5005,TRUE,""
"Montana","Ohio",705,530,175,1235,TRUE,""
"Nebraska","Ohio",1374,789,585,2163,TRUE,""
"Nevada","Ohio",840,622,218,1462,TRUE,""
"New Hampshire","Ohio",454,442,12,896,TRUE,""
"New Jersey","Ohio",6137,2556,3581,8693,TRUE,""
"New Mexico","Ohio",1033,744,289,1777,TRUE,""
"New York","Ohio",7174,1966,5208,9140,TRUE,""
"North Carolina","Ohio",6467,1716,4751,8183,TRUE,""
"North Dakota","Ohio",308,265,43,573,TRUE,""
"Oklahoma","Ohio",1060,684,376,1744,TRUE,""
"Oregon","Ohio",1463,694,769,2157,TRUE,""
"Pennsylvania","Ohio",11009,2338,8671,13347,TRUE,""
"Rhode Island","Ohio",176,183,0,359,FALSE,""
"South Carolina","Ohio",5842,1910,3932,7752,TRUE,""
"South Dakota","Ohio",599,864,0,1463,FALSE,""
"Tennessee","Ohio",6298,2121,4177,8419,TRUE,""
"Texas","Ohio",8797,2340,6457,11137,TRUE,""
"Utah","Ohio",1818,1047,771,2865,TRUE,""
"Vermont","Ohio",0,211,0,211,FALSE,""
"Virginia","Ohio",9082,2897,6185,11979,TRUE,""
"Washington","Ohio",2375,1224,1151,3599,TRUE,""
"West Virginia","Ohio",6646,1970,4676,8616,TRUE,""
"Wisconsin","Ohio",2621,1299,1322,3920,TRUE,""
"Wyoming","Ohio",93,180,0,273,FALSE,""
"Puerto Rico","Ohio",172,194,0,366,FALSE,""
"Alabama","Oklahoma",840,521,319,1361,TRUE,""
"Alaska","Oklahoma",579,390,189,969,TRUE,""
"Arizona","Oklahoma",1828,860,968,2688,TRUE,""
"Arkansas","Oklahoma",5998,1642,4356,7640,TRUE,""
"California","Oklahoma",11605,2566,9039,14171,TRUE,""
"Colorado","Oklahoma",6328,1701,4627,8029,TRUE,""
"Connecticut","Oklahoma",,,,,FALSE,"N"
"Delaware","Oklahoma",0,168,0,168,FALSE,""
"District of Columbia","Oklahoma",,,,,FALSE,"N"
"Florida","Oklahoma",6268,2094,4174,8362,TRUE,""
"Georgia","Oklahoma",1675,846,829,2521,TRUE,""
"Hawaii","Oklahoma",,,,,FALSE,"N"
"Idaho","Oklahoma",690,502,188,1192,TRUE,""
"Illinois","Oklahoma",3218,1974,1244,5192,TRUE,""
"Indiana","Oklahoma",1782,830,952,2612,TRUE,""
"Iowa","Oklahoma",671,677,0,1348,FALSE,""
"Kansas","Oklahoma",4459,996,3463,5455,TRUE,""
"Kentucky","Oklahoma",548,551,0,1099,FALSE,""
"Louisiana","Oklahoma",1963,875,1088,2838,TRUE,""
"Maine","Oklahoma",863,859,4,1722,TRUE,""
"Maryland","Oklahoma",961,551,410,1512,TRUE,""
"Massachusetts","Oklahoma",537,435,102,972,TRUE,""
"Michigan","Oklahoma",587,331,256,918,TRUE,""
"Minnesota","Oklahoma",825,650,175,1475,TRUE,""
"Mississippi","Oklahoma",1323,991,332,2314,TRUE,""
"Missouri","Oklahoma",4054,1228,2826,5282,TRUE,""
"Montana","Oklahoma",378,310,68,688,TRUE,""
"Nebraska","Oklahoma",335,353,0,688,FALSE,""
"Nevada","Oklahoma",740,624,116,1364,TRUE,""
"New Hampshire","Oklahoma",,,,,FALSE,"N"
"New Jersey","Oklahoma",568,476,92,1044,TRUE,""
"New Mexico","Oklahoma",1692,704,988,2396,TRUE,""
"New York","Oklahoma",1654,978,676,2632,TRUE,""
"North Carolina","Oklahoma",1450,886,564,2336,TRUE,""
"North Dakota","Oklahoma",398,393,5,791,TRUE,""
"Ohio","Oklahoma",1133,572,561,1705,TRUE,""
"Oregon","Oklahoma",514,400,114,914,TRUE,""
"Pennsylvania","Oklahoma",1042,619,423,1661,TRUE,""
"Rhode Island","Oklahoma",0,168,0,168,FALSE,""
"South Carolina","Oklahoma",0,168,0,168,FALSE,""
"South Dakota","Oklahoma",183,198,0,381,FALSE,""
"Tennessee","Oklahoma",2857,1035,1822,3892,TRUE,""
"Texas","Oklahoma",28074,3746,24328,31820,TRUE,""
"Utah","Oklahoma",2043,1903,140,3946,TRUE,""
"Vermont","Oklahoma",,,,,FALSE,"N"
"Virginia","Oklahoma",3027,2070,957,5097,TRUE,""
"Washington","Oklahoma",1754,849,905,2603,TRUE,""
"West Virginia","Oklahoma",116,188,0,304,FALSE,""
"Wisconsin","Oklahoma",1061,584,477,1645,TRUE,""
"Wyoming","Oklahoma",,,,,FALSE,"N"
"Puerto Rico","Oklahoma",193,316,0,509,FALSE,""
"Alabama","Oregon",959,1192,0,2151,FALSE,""
"Alaska","Oregon",1217,915,302,2132,TRUE,""
"Arizona","Oregon",7194,2095,5099,9289,TRUE,""
"Arkansas","Oregon",435,404,31,839,TRUE,""
"California","Oregon",31500,4443,27057,35943,TRUE,""
"Colorado","Oregon",5157,1606,3551,6763,TRUE,""
"Connecticut","Oregon",251,225,26,476,TRUE,""
"Delaware","Oregon",0,220,0,220,FALSE,""
"District of Columbia","Oregon",311,250,61,561,TRUE,""
"Florida","Oregon",2742,1537,1205,4279,TRUE,""
"Georgia","Oregon",240,209,31,449,TRUE,""
"Hawaii","Oregon",1604,947,657,2551,TRUE,""
"Idaho","Oregon",4397,1638,2759,6035,TRUE,""
"Illinois","Oregon",1653,840,813,2493,TRUE,""
"Indiana","Oregon",1251,976,275,2227,TRUE,""
"Iowa","Oregon",214,214,0,428,FALSE,""
"Kansas","Oregon",721,510,211,1231,TRUE,""
"Kentucky","Oregon",328,422,0,750,FALSE,""
"Louisiana","Oregon",,,,,FALSE,"N"
"Maine","Oregon",284,223,61,507,TRUE,""
"Maryland","Oregon",,,,,FALSE,"N"
"Massachusetts","Oregon",1805,942,863,2747,TRUE,""
"Michigan","Oregon",623,441,182,1064,TRUE,""
"Minnesota","Oregon",997,683,314,1680,TRUE,""
"Mississippi","Oregon",,,,,FALSE,"N"
"Missouri","Oregon",1247,1056,191,2303,TRUE,""
"Montana","Oregon",2783,1497,1286,4280,TRUE,""
"Nebraska","Oregon",307,264,43,571,TRUE,""
"Nevada","Oregon",2569,1394,1175,3963,TRUE,""
"New Hampshire","Oregon",270,367,0,637,FALSE,""
"New Jersey","Oregon",2552,2290,262,4842,TRUE,""
"New Mexico","Oregon",2029,1267,762,3296,TRUE,""
"New York","Oregon",1975,1169,806,3144,TRUE,""
"North Carolina","Oregon",1932,968,964,2900,TRUE,""
"North Dakota","Oregon",,,,,FALSE,"N"
"Ohio","Oregon",2170,1308,862,3478,TRUE,""
"Oklahoma","Oregon",658,508,150,1166,TRUE,""
"Pennsylvania","Oregon",1041,520,521,1561,TRUE,""
"Rhode Island","Oregon",346,473,0,819,FALSE,""
"South Carolina","Oregon",419,325,94,744,TRUE,""
"South Dakota","Oregon",1031,817,214,1848,TRUE,""
"Tennessee","Oregon",564,524,40,1088,TRUE,""
"Texas","Oregon",6446,1564,4882,8010,TRUE,""
"Utah","Oregon",3727,1331,2396,5058,TRUE,""
"Vermont","Oregon",,,,,FALSE,"N"
"Virginia","Oregon",1221,825,396,2046,TRUE,""
"Washington","Oregon",20388,3359,17029,23747,TRUE,""
"West Virginia","Oregon",0,220,0,220,FALSE,""
"Wisconsin","Oregon",,,,,FALSE,"N"
"Wyoming","Oregon",316,318,0,634,FALSE,""
"Puerto Rico","Oregon",0,220,0,220,FALSE,""
"Alabama","Pennsylvania",1624,1094,530,2718,TRUE,""
"Alaska","Pennsylvania",527,643,0,1170,FALSE,""
"Arizona","Pennsylvania",1599,823,776,2422,TRUE,""
"Arkansas","Pennsylvania",0,192,0,192,FALSE,""
"California","Pennsylvania",10777,2315,8462,13092,TRUE,""
"Colorado","Pennsylvania",1796,619,1177,2415,TRUE,""
"Connecticut","Pennsylvania",4704,1560,3144,6264,TRUE,""
"Delaware","Pennsylvania",6665,1696,4969,8361,TRUE,""
"District of Columbia","Pennsylvania",2360,1347,1013,3707,TRUE,""
"Florida","Pennsylvania",25048,7963,17085,33011,TRUE,""
"Georgia","Pennsylvania",5227,2144,3083,7371,TRUE,""
"Hawaii","Pennsylvania",370,344,26,714,TRUE,""
"Idaho","Pennsylvania",865,548,317,1413,TRUE,""
"Illinois","Pennsylvania",5267,1510,3757,6777,TRUE,""
"Indiana","Pennsylvania",3507,1627,1880,5134,TRUE,""
"Iowa","Pennsylvania",3205,1713,1492,4918,TRUE,""
"Kansas","Pennsylvania",479,449,30,928,TRUE,""
"Kentucky","Pennsylvania",1292,630,662,1922,TRUE,""
"Louisiana","Pennsylvania",464,274,190,738,TRUE,""
"Maine","Pennsylvania",201,191,10,392,TRUE,""
"Maryland","Pennsylvania",18254,3761,14493,22015,TRUE,""
"Massachusetts","Pennsylvania",5948,1807,4141,7755,TRUE,""
"Michigan","Pennsylvania",1264,625,639,1889,TRUE,""
"Minnesota","Pennsylvania",2679,1619,1060,4298,TRUE,""
"Mississippi","Pennsylvania",631,950,0,1581,FALSE,""
"Missouri","Pennsylvania",1339,678,661,2017,TRUE,""
"Montana","Pennsylvania",282,262,20,544,TRUE,""
"Nebraska","Pennsylvania",1714,1469,245,3183,TRUE,""
"Nevada","Pennsylvania",619,361,258,980,TRUE,""
"New Hampshire","Pennsylvania",1518,923,595,2441,TRUE,""
"New Jersey","Pennsylvania",38467,4874,33593,43341,TRUE,""
"New Mexico","Pennsylvania",376,312,64,688,TRUE,""
"New York","Pennsylvania",29274,4078,25196,33352,TRUE,""
"North Carolina","Pennsylvania",7838,2108,5730,9946,TRUE,""
"North Dakota","Pennsylvania",69,120,0,189,FALSE,""
"Ohio","Pennsylvania",12344,3400,8944,15744,TRUE,""
