"first","last","state","district","senate","party_raw","party","party_side","faction_code","incumbent","open_seat","contested","prim_result","prim_share","experience","female","immigration","the Affordable Care Act","Benghazi","taxes","the minimum wage","gun control","abortion","climate change","the NSA","same-sex marriage","the debt and deficit","the Keystone pipeline","regulation","defense spending","silent_on"
"Charlie","Dent","PA","15",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,4,2,4,4,4,2,4,4,2,1,2,4,7
"Tom","Houghton","PA","16",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",63,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Raja","Kittappa","PA","16",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",37,FALSE,FALSE,4,3,4,4,4,4,4,1,4,4,4,4,4,4,12
"Joseph","Pitts","PA","16",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,4,2,3,4,4,2,1,2,4,6
"David","Moylan","PA","17",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"won",44.73,FALSE,FALSE,4,2,4,2,4,4,4,4,4,4,2,1,2,4,9
"Matt","Dietz","PA","17",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",21.52,FALSE,FALSE,4,2,4,2,4,2,2,4,4,4,2,4,2,4,8
"Matt","Cartwright","PA","17",FALSE,"D","D","Democrat",100,TRUE,0,FALSE,"won",100,FALSE,FALSE,1,3,1,4,1,4,4,1,4,1,4,4,4,4,8
"Matt","Connolly","PA","17",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.75,FALSE,FALSE,2,2,4,2,4,2,2,2,4,2,4,1,2,4,5
"Tim","Murphy","PA","18",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,4,2,2,4,4,4,1,4,4,8
"Armond","James","PA","2",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Chaka","Fattah","PA","2",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,1,4,3,1,1,1,1,4,1,2,4,4,1,5
"Dan","LaVallee","PA","3",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,4,4,13
"Mike","Kelly","PA","3",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,2,2,2,4,4,2,1,2,3,5
"Scott","Perry","PA","4",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,2,4,2,4,3,4,3,3,4,2,1,2,4,5
"Linda","Thompson","PA","4",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,TRUE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Thomas","Tarantella","PA","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",45.5,FALSE,FALSE,4,4,4,1,1,4,4,4,4,4,2,4,4,4,11
"Kerith","Taylor","PA","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",54.5,FALSE,TRUE,4,4,4,1,1,4,4,4,4,4,2,4,4,4,11
"Glenn","Thompson","PA","5",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,4,4,4,4,3,2,4,2,1,4,4,9
"Manan","Trivedi","PA","6",FALSE,"D","D","Democrat",66,FALSE,1,FALSE,"won",100,FALSE,FALSE,4,3,4,1,1,4,1,1,4,1,4,4,1,4,7
"Ryan","Costello","PA","6",FALSE,"R","R","Republican",11,FALSE,1,FALSE,"won",100,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Mary","Balchunis","PA","7",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,1,4,4,1,1,1,4,4,1,4,4,1,3,7
"Patrick","Meehan","PA","7",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,4,4,2,3,4,2,4,2,4,7
"Kevin","Strouse","PA","8",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",51.1,FALSE,FALSE,4,4,4,3,1,4,1,4,4,1,4,4,2,4,9
"Shaughnessy","Naughton","PA","8",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",48.9,FALSE,TRUE,4,1,4,1,4,1,1,1,4,1,4,4,4,4,8
"Michael","Fitzpatrick","PA","8",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,4,4,3,3,4,2,1,2,4,6
"Travis","Schooley","PA","9",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",12.7,FALSE,FALSE,3,4,4,2,4,2,2,2,2,4,2,4,2,2,5
"Bill","Shuster","PA","9",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",52.78,TRUE,FALSE,2,2,4,2,4,2,2,2,4,2,2,1,2,3,3
"Art","Halvorson","PA","9",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",34.51,FALSE,FALSE,4,2,4,2,4,2,2,4,4,4,2,4,2,4,8
"Alanna","Hartzok","PA","9",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Matt","Fecteau","RI","1",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",37,FALSE,FALSE,1,3,4,1,1,1,1,1,2,1,4,2,2,4,3
"Stan","Tran","RI","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",27.6,FALSE,FALSE,2,3,4,3,4,3,3,4,4,4,4,4,4,4,9
"David","Cicilline","RI","1",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",63,TRUE,FALSE,1,3,4,4,1,1,1,1,3,1,2,4,4,2,4
"Cormick","Lynch","RI","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",72.4,FALSE,FALSE,1,2,4,2,4,4,4,4,4,4,2,4,2,3,8
"Jim","Langevin","RI","2",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,1,1,2,4,4,2,3
"Rhue","Reis","RI","2",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,4,4,2,4,4,4,4,2,4,2,4,10
"Mark","Zaccaria","RI","SEN",TRUE,"R","R","Republican",11,FALSE,NA,FALSE,"won",100,FALSE,FALSE,2,2,4,4,4,2,4,2,4,4,2,4,2,4,8
"Jack","Reed","RI","SEN",TRUE,"D","D","Democrat",66,TRUE,NA,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,4,1,2,1,2,2,4,2,3
"Mark","Sanford","SC","1",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,2,4,2,2,4,2,4,2,1,2,2,3
"Phil","Black","SC","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",54.2,FALSE,FALSE,3,4,4,4,4,4,4,3,4,4,2,4,4,2,10
"Ed","Greenleaf","SC","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",45.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,4,2,12
"Eddie","McCain","SC","2",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",18.4,FALSE,FALSE,2,4,4,4,4,4,4,4,2,4,4,4,2,4,11
"Joe","Wilson","SC","2",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",81.6,TRUE,FALSE,2,2,2,2,2,2,2,2,4,4,2,1,2,2,2
"Jeff","Duncan","SC","3",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,2,4,2,1,2,4,2,2,1,2,4,3
"Hosea","Cleveland","SC","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",33.4,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Barbara Jo","Mullis","SC","3",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",66.6,FALSE,TRUE,4,3,4,4,1,1,4,1,4,4,4,4,4,4,10
"Trey","Gowdy","SC","4",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,4,4,3,4,4,2,4,2,1,2,4,6
"Mick","Mulvaney","SC","5",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,2,2,3,2,2,4,3,4,2,1,2,1,2
"Tom","Adams","SC","5",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Karen","Smith","SC","6",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",14,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Leon","Winn","SC","6",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.5,FALSE,FALSE,4,4,4,2,4,2,4,4,4,4,4,4,2,4,11
"James","Clyburn","SC","6",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",86,TRUE,FALSE,4,1,4,1,1,1,4,1,4,1,2,4,4,4,7
"Anthony","Culler","SC","6",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"won",66.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tom","Rice","SC","7",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,2,4,2,4,2,4,4,2,1,2,4,5
"Gloria","Tinubu","SC","7",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,1,4,2,4,4,4,4,4,4,4,4,4,4,12
"Benjamin","Dunn","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",1,FALSE,FALSE,3,2,4,2,4,2,2,4,2,2,4,4,4,4,7
"Det","Bowers","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",7.3,FALSE,FALSE,2,2,4,4,4,2,2,4,2,2,2,4,2,4,6
"Nancy","Mace","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",6.2,FALSE,TRUE,2,2,4,2,4,2,2,4,2,4,2,4,2,4,6
"Bill","Connor","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",5.3,FALSE,FALSE,2,2,4,3,2,2,2,2,4,3,2,4,2,2,3
"Jay","Stamper","SC","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"lost",23.4,FALSE,FALSE,4,4,3,4,4,1,1,4,2,1,4,4,4,4,9
"Lindsey","Graham","SC","SEN",TRUE,"R","R","Republican",11,TRUE,NA,TRUE,"won",56.4,TRUE,FALSE,1,2,2,2,1,2,2,2,1,2,3,1,4,1,1
"Brad","Hutto","SC","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"won",76.7,TRUE,FALSE,4,3,4,4,1,4,1,1,4,1,4,4,4,4,9
"Lee","Bright","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",15.4,TRUE,FALSE,2,2,2,2,4,2,2,2,2,4,2,4,2,3,3
"Richard","Cash","SC","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",8.3,FALSE,FALSE,2,2,4,3,4,2,2,4,2,2,2,4,2,4,5
"Sidney","Moore","SC","SSN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",23.6,TRUE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Randall","Young","SC","SSN",TRUE,"R","R","Republican",100,FALSE,NA,TRUE,"lost",10,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Harry","Pavilack","SC","SSN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",11,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Joyce","Dickerson","SC","SSN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"won",65.4,TRUE,TRUE,1,1,4,4,4,4,4,4,4,4,2,4,4,4,11
"Tim","Scott","SC","SSN",TRUE,"R","R","Republican",22,TRUE,NA,TRUE,"won",90,TRUE,FALSE,2,2,2,2,4,4,2,2,4,2,2,1,2,4,4
"Corinna","Robinson","SD","AL",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,2,4,4,4,4,4,4,4,4,13
"Kristi","Noem","SD","AL",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,TRUE,4,2,4,2,4,4,2,2,4,4,2,1,2,4,7
"Stace","Nelson","SD","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",17.7,TRUE,FALSE,2,2,4,2,4,2,2,4,4,4,2,4,2,4,7
"Larry","Rhoden","SD","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",18.3,FALSE,FALSE,2,2,4,4,4,2,2,2,4,2,2,4,2,4,6
"Aneette","Bosworth","SD","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",5.8,FALSE,TRUE,2,2,2,3,4,2,2,4,2,2,2,4,2,2,3
"Rick","Weiland","SD","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,FALSE,"won",100,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,4,4,13
"Mike","Rounds","SD","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"won",55.5,TRUE,FALSE,4,2,4,2,4,2,2,2,4,4,2,1,2,4,6
"Jason","Ravnsborg","SD","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",2.8,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,1,2,3,4
"Phil","Roe","TN","1",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",83.7,TRUE,FALSE,2,2,2,2,4,2,2,2,4,4,2,1,2,2,3
"John","Rader","TN","1",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",7.7,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Dan","Hartley","TN","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",8.7,FALSE,FALSE,2,2,4,3,1,2,3,4,4,4,2,1,4,4,6
"John","Duncan, Jr.","TN","2",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",60.5,TRUE,FALSE,2,2,2,3,4,2,2,2,4,4,2,1,2,3,3
"Jason","Zachary","TN","2",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",39.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,2,2,4,4,2,11
"Bob","Scott","TN","2",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,3,4,1,4,1,1,1,4,2,2,4,1,4,6
"Weston","Wamp","TN","3",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",49.2,FALSE,FALSE,2,2,4,3,4,2,2,4,4,2,2,4,2,2,5
"Mary","Headrick","TN","3",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,1,4,1,1,3,1,1,4,4,4,4,4,4,8
"Chuck","Fleischmann","TN","3",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",50.8,TRUE,FALSE,2,2,2,2,4,2,2,2,4,2,2,1,2,4,3
"Lenda","Sherrell","TN","4",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,1,4,4,4,4,4,4,4,4,4,13
"John","Anderson","TN","4",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",5.9,FALSE,FALSE,2,2,4,3,4,2,4,4,2,4,4,4,4,4,9
"Scott","DesJarlais","TN","4",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",44.9,TRUE,FALSE,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1
"Steve","Lane","TN","4",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",1.9,FALSE,FALSE,2,2,4,4,4,2,2,4,2,3,2,1,2,3,4
"David","Tate","TN","4",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",1.2,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Yomi","Faparusi","TN","4",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",40,FALSE,FALSE,4,3,4,4,4,4,4,4,4,4,2,4,2,4,11
"Jim","Tracy","TN","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",44.8,TRUE,FALSE,2,2,2,2,4,2,2,4,2,2,2,4,2,4,4
"Michael","Warden","TN","4",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",90,FALSE,FALSE,3,2,4,3,4,4,4,4,4,4,2,4,4,4,10
"Chris","Carter","TN","5",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",29.8,FALSE,FALSE,2,2,4,2,4,3,2,3,4,2,2,4,2,4,5
"Bob","Ries","TN","5",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"won",37.8,FALSE,FALSE,3,2,4,3,4,2,2,4,4,4,4,4,4,4,9
"Jim","Cooper","TN","5",FALSE,"D","D","Democrat",88,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,4,4,1,1,1,3,1,2,4,4,3,5
"John","Smith","TN","5",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",14.7,FALSE,FALSE,2,4,4,2,4,4,2,4,4,4,2,4,2,2,8
"Ronnie","Holden","TN","5",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",14.7,FALSE,FALSE,2,2,2,3,4,2,2,4,4,2,4,4,4,4,7
"Jerry","Lowery","TN","6",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",23.3,FALSE,FALSE,2,2,4,3,4,2,2,2,4,4,2,1,2,4,5
"Amos","Powers","TN","6",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,3,1,4,1,1,4,4,1,4,4,2,4,4,3,7
"Diane","Black","TN","6",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",76.7,TRUE,TRUE,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1
"Daniel","Cramer","TN","7",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",80.7,FALSE,FALSE,1,3,4,4,1,1,1,1,2,4,2,2,4,4,5
"Jacob","Brimm","TN","7",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",15.9,FALSE,FALSE,4,4,4,4,4,2,2,4,4,2,2,4,4,2,9
"Marsha","Blackburn","TN","7",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",84.1,TRUE,TRUE,2,2,2,2,4,2,2,2,4,2,2,1,2,4,3
"Credo","Amouzouvik","TN","7",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",19.3,FALSE,FALSE,1,4,4,1,1,4,4,1,4,4,4,4,4,4,10
"Rickey","Hobson","TN","8",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",31.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Larry","Pivnick","TN","8",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",10.9,FALSE,FALSE,1,1,4,1,1,1,1,1,4,1,2,4,2,2,3
"Dana","Matheny","TN","8",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",13.6,FALSE,TRUE,2,2,4,2,4,2,2,2,4,2,2,4,2,4,5
"John","Mills","TN","8",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",7.3,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tom","Reasons","TN","8",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"lost",19.4,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,4,4,13
"Wes","Bradley","TN","8",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",38.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Stephen","Fincher","TN","8",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",79,TRUE,FALSE,2,2,2,2,4,2,4,2,4,2,2,1,2,2,3
"Steve","Cohen","TN","9",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",66.2,TRUE,FALSE,1,1,1,1,1,1,1,1,3,1,2,2,4,1,1
"Charlotte","Bergmann","TN","9",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,2,4,2,4,2,2,3,4,4,4,4,2,4,8
"Isaac","Richmond","TN","9",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",1.3,FALSE,FALSE,1,4,4,4,4,4,4,4,4,4,4,4,4,4,13
"Ricky","Wilkins","TN","9",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",32.6,FALSE,FALSE,4,1,4,4,1,4,1,4,4,4,4,4,4,4,11
"John","King","TN","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",1.2,FALSE,FALSE,2,2,4,2,4,2,2,4,4,2,2,4,4,4,7
"Terry","Adams","TN","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",35.6,FALSE,FALSE,1,4,4,1,1,4,4,1,4,4,4,4,4,2,9
"Brenda","Lenard","TN","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",1.2,FALSE,TRUE,2,2,4,2,4,2,4,2,4,2,2,1,2,2,4
"Erin","Magee","TN","SEN",TRUE,"R","R","Republican",33,FALSE,NA,TRUE,"lost",50,FALSE,FALSE,2,3,4,2,4,2,4,4,4,4,4,4,4,4,10
"Joe","Carr","TN","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",40.6,TRUE,FALSE,2,2,4,2,4,2,2,2,4,2,2,4,2,2,4
"Larry","Crim","TN","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"lost",10.3,FALSE,FALSE,4,3,4,1,4,4,4,4,4,4,4,4,4,4,12
"George","Flinn","TN","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",5.2,FALSE,FALSE,2,2,4,4,4,4,4,4,4,4,4,4,4,4,12
"Gary","Davis","TN","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"lost",17.7,FALSE,FALSE,4,4,4,1,1,4,4,4,4,4,2,4,4,4,11
"Christian","Agnew","TN","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",1.7,FALSE,FALSE,2,2,4,3,4,2,2,4,2,4,2,4,2,4,6
"Gordon","Ball","TN","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"won",36.5,FALSE,FALSE,1,3,4,1,1,2,4,1,4,4,2,4,2,4,6
"Lamar","Alexander","TN","SEN",TRUE,"R","R","Republican",44,TRUE,NA,TRUE,"won",49.6,TRUE,FALSE,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1
"Louie","Gohmert","TX","1",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,4,2,2,2,2,2,1,2,2,3
"Shirley J.","McKellar","TX","1",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tawana","Walter-Cadien","TX","10",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Michael","McCaul","TX","10",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,4,4,4,4,4,4,4,4,4,11
"Wade","Brown","TX","11",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",26.3,FALSE,FALSE,3,4,4,3,4,2,2,4,4,4,2,4,2,4,8
"Mike","Conaway","TX","11",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",73.7,TRUE,FALSE,3,2,4,3,4,2,2,2,4,2,2,4,2,4,5
"Kay","Granger","TX","12",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,FALSE,TRUE,3,2,4,2,4,4,4,4,4,4,2,1,2,2,7
"Mark","Greene","TX","12",FALSE,"D","D","Democrat",88,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,3,4,4,1,1,4,1,4,4,4,4,8
"Pam","Barlow","TX","13",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",13.3,FALSE,TRUE,2,2,4,3,4,2,2,2,4,2,2,4,2,4,5
"Elaine","Hays","TX","13",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",18.7,FALSE,TRUE,3,4,4,4,4,2,2,2,4,4,2,4,4,4,9
"Mac","Thornberry","TX","13",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",67.9,TRUE,FALSE,3,2,2,3,4,2,2,2,4,4,2,1,2,2,3
"Mike","Minter","TX","13",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Donald G.","Brown","TX","14",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",68.2,FALSE,FALSE,1,1,4,3,1,4,2,4,3,1,4,2,4,4,6
"Buck","Willis","TX","14",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",25.8,FALSE,FALSE,1,4,4,1,1,4,1,4,4,1,4,4,4,4,9
"Randy","Weber","TX","14",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,2,2,4,2,2,2,4,2,2,1,2,2,2
"Gagan","Panjhazari","TX","14",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",5.9,FALSE,FALSE,1,4,4,4,1,4,1,1,4,4,4,2,4,4,9
"Doug","Carlile","TX","15",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",45.1,FALSE,FALSE,4,2,4,3,4,2,4,4,4,4,2,1,2,4,8
"Eddie","Zamora","TX","15",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"won",54.9,FALSE,FALSE,2,2,4,4,4,2,2,4,4,2,2,4,2,4,7
"Ruben","Hinojosa","TX","15",FALSE,"D","D","Democrat",100,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,1,4,4,1,4,4,3,4,4,4,8
"Beto","O'Rourke","TX","16",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,3,4,4,4,4,4,1,3,4,3,4,3,1,7
"Corey","Roen","TX","16",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,4,4,2,4,4,2,4,4,2,4,4,2,4,9
"Bill","Flores","TX","17",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,FALSE,FALSE,3,2,4,2,4,2,2,2,4,2,2,4,2,2,4
"Nick","Haynes","TX","17",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,4,4,4,4,4,1,4,4,1,4,4,4,4,11
"Sean","Seibert","TX","18",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,4,4,3,4,4,4,4,4,4,2,4,2,4,10
"Sheila","Jackson Lee","TX","18",FALSE,"D","D","Democrat",100,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,1,4,1,4,1,1,4,1,4,4,4,4,7
